id	fdr.pvalue.2min_vs_0min	fdr.pvalue.5min_vs_0min	fdr.pvalue.5min_vs_2min	2min_vs_0min	5min_vs_0min	5min_vs_2min
PERT-P100-PRM_LENALIDOMIDE	0.0206083131067961	0.0563038793103448	0.493063283315346	3.2158	2.734	1.4463
PERT-P100-PRM_KN-93	0.0158173562058527	0.226937797287879	0.618447502706046	3.1188	2.0484	-1.2575
PERT-P100-PRM_IPI145	0.800321532228253	0.774443494162064	0.618589743589744	0.773	0.8153	-1.2236
PERT-P100-PRM_ETOPOSIDE	NA	NA	1	NA	NA	-0.3101
PERT-P100-PRM_EPZ-5687	0.195368021533278	0.112510766580534	0.794908990754151	2.1075	2.4915	0.7837
PERT-P100-PRM_DMSO	0.995147327539451	1	0.616371291998136	0.3547	0.0931	-1.1986
PERT-P100-PRM_DECITABINE	1	1	0.641997593261131	NaN	NaN	1.1623
PERT-P100-PRM_DACTOLISIB	0.963917945528979	1	0.228377138214807	0.4239	0.2277	-2.0471
PERT-P100-PRM_BMS-345541	0.108132478916754	0.310206608877012	1	2.5487	1.8941	0.279
PERT-P100-PRM_ALPELISIB	0.618589743589744	0.331614217265731	1	1.2857	1.6562	0.2339
PERT-P100-DIA_VORINOSTAT	1	0.783140105335574	0.759267267551901	-0.2544	-0.8585	-0.8792
PERT-P100-DIA_VANDETANIB	0.520136475088793	0.793109679446889	0.904809955541006	-1.396	-0.828	-0.5276
PERT-P100-DIA_UNC-0646	0.189404737786525	0.196781930841495	0.67549775106729	2.2487	2.183	-1.0671
PERT-P100-DIA_UNC-0321	0.961117938902769	0.75918747116032	0.848331034897065	-0.4238	-0.9357	-0.6353
PERT-P100-DIA_TRICHOSTATIN_A	0.331086408178159	0.671755373772006	0.220232554470442	1.7419	1.0943	-1.9799
PERT-P100-DIA_STAUROSPORINE	1	0.671755373772006	1	0.1583	-1.0479	-0.1102
PERT-P100-DIA_SEMAGACESTAT	0.017436137019672	0.127175690579719	0.864171210368336	3.171	2.3836	-0.6373
PERT-P100-DIA_RUXOLITINIB	1	0.981429877383762	0.885174315568599	0.298	-0.3795	-0.5922
PERT-P100-DIA_RESVERATROL	1	0.694363614991039	1	-0.2749	1.0099	0.1591
PERT-P100-DIA_PRI-724	1	0.640594058309987	0.891455834916211	-0.1838	-1.1835	-0.5621
PERT-P100-DIA_NILOTINIB	NA	NA	1	NA	NA	-0.3108
PERT-P100-DIA_MS-275	0.396019774803883	0.743423243423243	0.130490994096971	1.6202	0.9519	-2.4852
PERT-P100-DIA_MOMELOTINIB	NA	NA	1	NA	NA	-0.3059
PERT-P100-DIA_METHYLSTAT	1	0.874759520068142	0.653319036995824	0.2881	0.6302	1.1134
PERT-P100-DIA_LY-294002	1	0.364223222293906	1	-0.1303	1.6722	0.1186
PERT-P100-DIA_LENALIDOMIDE	0.180549675618156	0.103525915251948	0.180549675618156	2.2852	2.579	2.2693
PERT-P100-DIA_GSK-J4	0.847755240099648	0.82162736344323	0.347097208839589	-0.6628	-0.7379	-1.7366
PERT-P100-DIA_GELDANAMYCIN	0.760801088382012	0.838385854271858	0.894403258550127	0.8812	0.6991	-0.5628
PERT-P100-DIA_EX527	0.126898175397293	0.232391010305705	1	2.4713	2.0859	-0.1434
PERT-P100-DIA_EPZ-5687	0.596576076071718	0.383440127843113	0.623460491957206	1.2276	1.6529	1.1989
PERT-P100-DIA_EPZ-5676	0.247357647058824	0.772926028112157	0.452617153375567	2.0499	-0.9006	-1.5018
PERT-P100-DIA_DMSO	0.578044059296815	1	0.653319036995824	1.2672	0.2634	-1.1303
PERT-P100-DIA_DEXAMETHASONE	0.917991680748733	1	0.793109679446889	0.5274	-0.1616	-0.792
PERT-P100-DIA_CPI-169	1	1	0.171402536259397	-0.1839	-0.1608	-2.2795
PERT-P100-DIA_CHIR99021	0.771930926216641	0.931964468964957	0.874759520068142	0.8543	-0.4858	-0.6126
PERT-P100-DIA_CC-401	0.999563243963235	0.702184670537588	0.891455834916211	-0.3343	1.023	0.5725
PERT-P100-DIA_CALYCULIN_A	0.0356542617046819	0.0356542617046819	0.339255649091715	-2.775	-2.9206	-1.6716
PERT-P100-DIA_C646_(CHEMBL1797936)	1	0.949088752019386	0.641997593261131	-0.2649	-0.4562	1.184
PERT-P100-DIA_BMS-345541	1	1	0.306136560069144	NaN	NaN	1.867
PERT-P100-DIA_BIX-01338	0.990390510462482	0.189404737786525	0.638109108377651	-0.3925	2.1005	1.1733
PERT-P100-DIA_BELINOSTAT	0.821472469823248	1	0.912767426636097	-0.7337	0.2769	0.5212
PERT-P100-DIA_BAFILOMYCIN_A1	0.0435630066530339	0.286547651077924	0.665411200719399	2.7492	1.8442	1.1529
PERT-P100-DIA_AR_A014418	0.467585478857545	0.473672951915541	0.662616391301114	-1.5245	-1.4746	-1.1059
PATH-WP_Ras_Signaling	NA	NA	0.760801088382012	NA	NA	0.8674
PATH-WP_PI3K-Akt_Signaling_Pathway	0.0216006319255273	0.12517481640358	0.643441389056774	3.2728	2.4971	-1.1286
PATH-WP_Pancreatic_adenocarcinoma_pathway	NA	NA	0.767324186718933	NA	NA	0.8617
PATH-WP_Non-small_cell_lung_cancer	0.160283579992507	0.160283579992507	1	2.3121	2.3244	-0.3358
PATH-WP_MAPK_Signaling_Pathway	NA	NA	0.75918747116032	NA	NA	0.8907
PATH-WP_Endometrial_cancer	NA	NA	0.760801088382012	NA	NA	0.8707
PATH-WP_Chromosomal_and_microsatellite_instability_in_colorectal_cancer	0.612159935289782	0.72660010697094	1	1.206	0.9536	0.2598
PATH-WP_Breast_cancer_pathway	NA	NA	0.760801088382012	NA	NA	0.8667
PATH-WP_Bladder_Cancer	NA	NA	0.760801088382012	NA	NA	0.8748
PATH-NP_TWEAK_PATHWAY	0.662616391301114	0.558902941594429	0.82162736344323	1.0883	1.3162	0.8327
PATH-NP_TSLP_PATHWAY	0.980145737426454	0.999563243963235	0.189404737786525	0.3848	-0.3264	2.2824
PATH-NP_TIE2_PATHWAY	NA	NA	0.017436137019672	NA	NA	2.6727
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.014275956284153	0.0193658981051071	0.00332728372655777	3.196	3.3224	3.1818
PATH-NP_PROLACTIN_PATHWAY	1	0.928947368421053	0.75918747116032	-0.2593	-0.4976	-0.884
PATH-NP_OXYTOCIN_PATHWAY	0.323140812675696	0.331614217265731	0.760801088382012	1.8327	1.7949	0.8616
PATH-NP_NOTCH_PATHWAY	0.0471649405223909	0.0792829681492827	0.114620117710005	2.557	2.6038	1.9861
PATH-NP_LEPTIN_PATHWAY	0.0252822580645161	0.00332728372655777	0.00216206896551724	2.7846	3.3391	3.5266
PATH-NP_KIT_RECEPTOR_PATHWAY	0.138828502415459	0.0766995123761959	0.0855944333996024	2.3045	2.8237	2.5776
PATH-NP_IL33_PATHWAY	0.0676020631174054	0.0834998002397123	0.760801088382012	2.8188	2.816	0.897
PATH-NP_IL11_PATHWAY	0.00216206896551724	0.00216206896551724	1	4.5828	4.3232	0.1354
PATH-NP_GLP1_PATHWAY	0.323140812675696	0.0733877303790968	0.147664046630752	1.8139	2.8297	2.3083
PATH-NP_GASTRIN_PATHWAY	0.432508937140949	0.114430584650543	0.123671012397487	1.5588	2.4556	1.9563
PATH-NP_FGF1_PATHWAY	0.123671012397487	0.621421821105555	0.513345092901598	2.0161	1.3092	-1.394
PATH-NP_EGFR1_PATHWAY	0.014275956284153	0.043728664244026	0.972515771712418	3.83	3.1324	0.3944
PATH-NP_CRH_PATHWAY	0.221402168033839	0.079522410042754	0.123294488313537	2.1208	2.6249	1.9294
PATH-NP_CCR7_PATHWAY	0.045670399249575	0.113230884557721	0.079522410042754	2.9929	2.6253	2.631
PATH-NP_B_CELL_RECEPTOR_PATHWAY	1	0.904809955541006	0.195368021533278	0.2926	0.5401	2.2003
PATH-NP_AGE_RAGE_PATHWAY	0.325685444398892	0.331614217265731	1	1.8186	1.7799	0.1314
KINASE-PSP_TBK1	0.00216206896551724	0.00332728372655777	0.0418038525118982	4.1888	3.364	-2.954
KINASE-PSP_SRPK1	0.010860302217788	0.0737704212378004	0.722515175886708	-3.0254	-2.7257	0.9711
KINASE-PSP_Src/SRC	0.175806770936448	0.694363614991039	0.0810608885465517	2.2273	-1.1245	-2.643
KINASE-PSP_SGK1	0.176436699654907	0.806859171020372	0.112510766580534	2.2362	0.7899	-2.4724
KINASE-PSP_RSK2/RPS6KA3	0.00216206896551724	0.00216206896551724	0.0463762296727565	3.8499	4.4856	2.8154
KINASE-PSP_Ret/RET	NA	NA	0.240140549611915	NA	NA	-1.8152
KINASE-PSP_RAF1	NA	NA	0.650532539469822	NA	NA	1.1158
KINASE-PSP_PRKD1	0.127602365268015	0.438713279830406	0.311845200955472	-2.2408	-1.5484	1.7348
KINASE-PSP_PLK3	NA	NA	0.00332728372655777	NA	NA	2.9994
KINASE-PSP_PLK1	0.471363919710759	1	0.928819833827684	1.4709	-0.1003	-0.5371
KINASE-PSP_PKG1/PRKG1	1	0.63213104715248	0.138828502415459	0.0986	-1.1624	-2.4048
KINASE-PSP_PKCH/PRKCH	0.00973965452963838	0.00782498003194888	0.318673205912032	3.1368	3.3415	1.7488
KINASE-PSP_PKCE/PRKCE	0.101958529771035	0.209332118658544	0.372093426973769	1.9363	1.8307	1.6119
KINASE-PSP_PKCD/PRKCD	0.00332728372655777	0.00216206896551724	0.00562394887319206	3.347	4.2921	3.0869
KINASE-PSP_PKCB/PRKCB	0.26873946713901	0.949088752019386	0.84355522073723	1.9235	-0.4629	-0.6631
KINASE-PSP_PKCA/PRKCA	0.701353077905885	0.662616391301114	1	1.0074	1.0992	0.224
KINASE-PSP_PKACA/PRKACA	0.331614217265731	0.112510766580534	0.317396459163148	1.7659	2.6525	1.833
KINASE-PSP_PDK1/PDPK1	NA	NA	0.653319036995824	NA	NA	1.1138
KINASE-PSP_PAK4	NA	0.828156312625251	NA	NA	-0.7256	NA
KINASE-PSP_PAK2	0.707561572807144	0.792387915277927	0.330524599075836	1.0679	-0.8724	-1.7664
KINASE-PSP_PAK1	0.108090389280933	0.911795578298235	0.331614217265731	2.2227	0.5151	-1.7821
KINASE-PSP_p90RSK/RPS6KA1	0.0170943536831774	0.00216206896551724	0.00216206896551724	3.3616	4.1782	3.0651
KINASE-PSP_p70S6K/RPS6KB1	0.0186342451874367	0.00782498003194888	0.121160617529159	3.2547	3.4044	2.2455
KINASE-PSP_P38D/MAPK13	0.202687031779154	0.671755373772006	0.127602365268015	1.9925	-1.1037	-1.952
KINASE-PSP_P38A/MAPK14	0.00216206896551724	0.0411660429387434	0.167678122188412	4.0749	3.0641	2.3421
KINASE-PSP_mTOR/MTOR	0.491786368491959	0.679365720051896	0.618589743589744	1.406	1.0371	1.1822
KINASE-PSP_MLK2/MAP3K10	0.0306751467710372	0.760801088382012	0.774989236182695	2.9493	0.9919	-0.8381
KINASE-PSP_MELK	0.273413278736473	0.16065410863815	0.956342203492773	1.831	2.0879	-0.4524
KINASE-PSP_MEK1/MAP2K1	0.13702527457986	0.221402168033839	1	2.3665	2.0957	0.1219
KINASE-PSP_MAPKAPK2	0.00216206896551724	0.00332728372655777	0.0726470588235294	3.7282	3.1303	2.6298
KINASE-PSP_JNK3/MAPK10	NA	NA	0.771529668122114	NA	NA	-0.866
KINASE-PSP_JNK2/MAPK9	0.0471649405223909	0.13702527457986	0.0342369260810023	2.7349	2.3571	2.8383
KINASE-PSP_JNK1/MAPK8	0.00216206896551724	0.00216206896551724	0.010860302217788	4.3553	4.4008	3.452
KINASE-PSP_GSK3B	0.051876885477527	0.0601024473534434	0.215495078564319	2.9616	2.9649	2.1098
KINASE-PSP_GSK3A	0.110638381303427	0.0471649405223909	0.110638381303427	2.5191	2.8733	2.5434
KINASE-PSP_ERK2/MAPK1	0.00216206896551724	0.0463762296727565	0.0400591783316263	4.9834	3.362	3.1094
KINASE-PSP_ERK1/MAPK3	0.00216206896551724	0.0390402333134487	0.00332728372655777	4.7154	3.3973	4.0271
KINASE-PSP_DYRK2	1	0.520136475088793	0.760801088382012	0.0708	-1.4283	-0.8932
KINASE-PSP_DYRK1A	0.217542118389576	0.838385854271858	0.0220239558818364	1.9649	-0.6891	-3.0555
KINASE-PSP_DNAPK/PRKDC	0.21460422560856	0.793109679446889	1	1.8327	0.7982	0.0662
KINASE-PSP_Cot/MAP3K8	NA	NA	0.897804641300831	NA	NA	-0.6199
KINASE-PSP_CK2A1/CSNK2A1	0.0601024473534434	0.00562394887319206	0.00562394887319206	-2.9766	3.9869	4.1263
KINASE-PSP_CK1D/CSNK1D	0.407390894698083	0.372093426973769	1	1.5968	1.6391	-0.2911
KINASE-PSP_Chk2/CHEK2	0.0128037574024913	0.0158173562058527	0.13702527457986	3.2198	2.8495	1.9665
KINASE-PSP_Chk1/CHEK1	0.017436137019672	0.00332728372655777	0.621421821105555	3.3114	3.748	1.2194
KINASE-PSP_CDK7	0.0510340291976506	0.931964468964957	0.520681470393425	-2.3056	-0.4764	1.3631
KINASE-PSP_CDK6	0.0435630066530339	0.0342369260810023	0.956362861622601	-3.084	-3.2753	-0.4157
KINASE-PSP_CDK5	0.657477446554973	0.526944411165688	0.430479615769581	1.1158	1.3473	1.5537
KINASE-PSP_CDK4	0.893660531697342	0.64610850142765	1	-0.5918	-1.1273	-0.0138
KINASE-PSP_CDK3	0.85160760353021	0.114289340101523	0.313229974160207	-0.6632	-2.4819	-1.7869
KINASE-PSP_CDK2	0.980145737426454	1	0.163857793811638	-0.3696	0.3183	2.4171
KINASE-PSP_CDK1	0.828156312625251	0.473724230545877	0.118232654919045	0.7137	1.4538	2.6326
KINASE-PSP_CDC7	0.248777194089694	1	0.226937797287879	-1.8346	0.2287	2.059
KINASE-PSP_CAMK2A	0.32152082076041	1	0.793109679446889	1.7569	0.0469	-0.8019
KINASE-PSP_BRAF	NA	NA	0.653319036995824	NA	NA	1.1141
KINASE-PSP_AurB/AURKB	0.0158173562058527	0.0589949252672333	0.686650473851963	2.8757	2.5953	-1.0677
KINASE-PSP_ARAF	NA	NA	0.662616391301114	NA	NA	1.0942
KINASE-PSP_AMPKA1/PRKAA1	0.662616391301114	0.114891066419845	0.320783676417479	-1.1485	2.5015	1.8432
KINASE-PSP_Akt1/AKT1	0.0483001760303677	0.0168805528134255	0.00562394887319206	2.8704	3.5403	4.0243
DISEASE-PSP_type_2_diabetes	0.113230884557721	0.0976924635016594	1	2.5725	2.6977	-0.0852
DISEASE-PSP_PSP	0.440746093143862	0.236172539489672	1	1.5105	1.9936	-0.2505
DISEASE-PSP_neuroblastoma	0.963917945528979	0.706863031556235	0.864171210368336	0.4075	1.0958	0.6464
DISEASE-PSP_melanoma_skin_cancer	0.328184491564773	0.990390510462482	0.282511995201919	-1.7274	0.3968	1.7974
DISEASE-PSP_medullary_thyroid_carcinoma	0.0186342451874367	0.0479411979814232	0.189404737786525	2.7282	2.791	1.8709
DISEASE-PSP_breast_cancer	0.791087047645662	1	0.56452581032413	0.8338	-0.1196	-1.3077
DISEASE-PSP_Alzheimer's_disease	0.00332728372655777	1	0.0313742437337943	3.3909	0.1071	-2.8981
