id	fdr.pvalue.tcell_rep1_0min	fdr.pvalue.tcell_rep2_0min	fdr.pvalue.tcell_rep3_0min	fdr.pvalue.tcell_rep4_0min	fdr.pvalue.tcell_rep5_0min	fdr.pvalue.tcell_rep1_2min	fdr.pvalue.tcell_rep2_2min	fdr.pvalue.tcell_rep3_2min	fdr.pvalue.tcell_rep4_2min	fdr.pvalue.tcell_rep5_2min	fdr.pvalue.tcell_rep1_5min	fdr.pvalue.tcell_rep2_5min	fdr.pvalue.tcell_rep3_5min	fdr.pvalue.tcell_rep4_5min	fdr.pvalue.tcell_rep5_5min	tcell_rep1_0min	tcell_rep2_0min	tcell_rep3_0min	tcell_rep4_0min	tcell_rep5_0min	tcell_rep1_2min	tcell_rep2_2min	tcell_rep3_2min	tcell_rep4_2min	tcell_rep5_2min	tcell_rep1_5min	tcell_rep2_5min	tcell_rep3_5min	tcell_rep4_5min	tcell_rep5_5min
PERT-PSP_PAR2_ACTIVATING_PEPTIDE	0.709758145087412	0.846337949756935	0.187782428700211	0.772314652735295	0.731310161126858	0.156488461436908	0.0798813473406409	0.0389407100798694	0.0427070057040179	0.0301334481274214	0.0439348800818513	0.035785410092221	0.00710750507099391	0.01010973855766	0.0179451307022966	0.6631	-0.3044	1.9507	0.4755	0.5908	2.148	2.5831	3.025	2.9175	3.1989	2.9232	3.0129	3.5834	3.5454	3.3963
PERT-PSP_PAR1_ACTIVATING_PEPTIDE	NA	NA	NA	NA	NA	0.0768501947573429	0.159488102705301	0.159325868298558	0.15371401656831	0.157743097238896	0.187782428700211	0.219652996981025	0.453933380581148	0.282108497049074	0.288320929625278	NA	NA	NA	NA	NA	2.4794	2.1048	2.0985	2.1376	2.1054	1.9864	1.8452	1.1946	1.6561	1.6325
PERT-PSP_OKADAIC_ACID	NA	0.476214094731587	0.0054163454919435	0.327186724565757	NA	0.00435061161851692	0.00435061161851692	0.0027375	0.0027375	NA	0.0027375	0.0027375	0.00435061161851692	0.00435061161851692	0.00595804880702995	NA	1.1713	3.3591	1.5212	NA	3.3726	3.4143	3.5814	3.4674	NA	3.4922	3.4687	3.5069	3.4673	3.4288
PERT-PSP_LPS	0.307163232973927	0.709975954508016	0.0798041074249605	0.40822440087146	0.333402132561408	0.0627394082774618	0.0286300824217912	0.00710750507099391	0.0141669279113858	0.0261896907216495	0.0188519391083726	0.00595804880702995	0.0027375	0.00297716150081566	0.00297716150081566	1.5494	0.6387	2.6239	1.3138	1.4965	2.7485	3.1315	3.6489	3.3867	3.1776	3.4537	3.6014	4.1946	4.1433	3.9558
PERT-PSP_LPA	0.709758145087412	0.847479861614243	0.197318791719053	0.772314652735295	0.72734894165074	0.157743097238896	0.0870879317140772	0.0381117834631405	0.0537880219157378	0.0252720079129575	0.0433912543837055	0.0391892008901126	0.00595804880702995	0.0101804236032424	0.0141579101790749	0.6619	-0.3007	1.9477	0.4737	0.5911	2.1116	2.5245	3.0288	2.8068	3.226	2.9165	3.0105	3.5982	3.5761	3.3695
PERT-PSP_INSULIN	0.709975954508016	0.847479861614243	0.193007107176033	0.772314652735295	0.731310161126858	0.15293102619441	0.0768501947573429	0.035785410092221	0.051004210513413	0.0315658175568922	0.0506935081724998	0.035785410092221	0.0054163454919435	0.0109807460890493	0.0188519391083726	0.6765	-0.3007	1.97	0.4746	0.5838	2.1356	2.5523	3.0543	2.864	3.1036	2.893	2.9949	3.6187	3.5542	3.3379
PERT-PSP_IL_2	0.352123436446708	0.772247257149521	0.110675774662283	0.676368009621166	0.412969604645027	0.34638305273715	0.202130462766578	0.109174282563597	0.128299430431245	0.0141579101790749	0.119045265862819	0.151910957118034	0.11378622050776	0.147086956221469	0.187782428700211	1.4275	0.5003	2.3365	0.7296	1.3095	1.4697	1.9252	2.433	2.2725	3.3536	2.3053	2.175	2.3463	2.1804	2.0075
PERT-PSP_IL_1B	0.709758145087412	0.846721920647264	0.193332635075487	0.772314652735295	0.737257155837911	0.388158466579243	0.270378116009053	0.0389407100798694	0.155636525689168	0.0362933296506007	0.159783459697952	0.113973458235753	0.0458901274129498	0.0660612663881285	0.0736968283992434	0.6762	-0.3057	1.956	0.4763	0.5731	1.351	1.7104	3.0125	2.1592	3.0384	2.1186	2.3702	2.931	2.7383	2.6182
PERT-PSP_IL_1A	0.709758145087412	0.843957473565528	0.200645198713172	0.772314652735295	0.731310161126858	0.15184255576579	0.081850985736631	0.0374708977249812	0.0438786810870451	0.0266605797763068	0.0438786810870451	0.03907691430151	0.00595804880702995	0.00710750507099391	0.0182947628804738	0.6678	-0.3054	1.9278	0.4719	0.593	2.1399	2.5107	2.9692	2.8228	3.1936	2.8913	3.0072	3.6081	3.5338	3.3008
PERT-PSP_HEREGULIN	NA	0.455591216100622	0.0134232301562979	0.339113548741557	NA	0.00710750507099391	0.00297716150081566	0.00297716150081566	0.00297716150081566	NA	0.00297716150081566	0.0027375	0.00297716150081566	0.0027375	0.0027375	NA	1.2042	3.2757	1.4737	NA	3.3633	3.4215	3.5079	3.3998	NA	3.528	3.5193	3.4867	3.5193	3.3939
PERT-PSP_H2O2	NA	NA	NA	NA	NA	0.862295861740923	0.782561970187533	0.561029006946951	0.660888634317977	0.493761007725722	0.724429226046815	0.731310161126858	0.700443514890988	0.538219312557033	0.561029006946951	NA	NA	NA	NA	NA	0.2777	0.4475	0.9735	0.7828	1.128	0.6393	0.604	0.6894	1.0273	0.9551
PERT-PSP_GEFITINIB	0.430975656507571	0.399637646343204	0.165449050370155	0.537986043597554	0.294949494949495	0.127514942335213	0.0763071187311764	0.101514754259839	0.0763071187311764	0.0590310576785459	0.126542806685425	0.120216389501102	0.0798813473406409	0.0974851661248232	0.0882929923152942	-1.2648	-1.3306	-2.0453	-1.014	-1.6124	-2.2742	-2.6145	-2.4149	-2.6074	-2.6767	-2.2698	-2.3053	-2.5701	-2.3997	-2.4416
PERT-PSP_FIBRONECTIN	NA	0.458322079343757	0.0054163454919435	0.339113548741557	NA	0.00435061161851692	0.0054163454919435	0.0027375	0.00435061161851692	NA	0.0027375	0.00435061161851692	0.0054163454919435	0.00297716150081566	0.00435061161851692	NA	1.1974	3.3361	1.4822	NA	3.3105	3.3058	3.508	3.4539	NA	3.4525	3.4942	3.5062	3.4575	3.3831
PERT-PSP_ERLOTINIB	0.0213922820876268	0.293203452796332	0.0156795360575632	0.29842099601165	0.0637532490036389	0.00297716150081566	0.00595804880702995	0.00595804880702995	0.00297716150081566	0.00595804880702995	0.00297716150081566	0.00435061161851692	0.0054163454919435	0.00435061161851692	0.0127410768827995	-3.0659	-1.6074	-3.4708	-1.6034	-2.6401	-3.7183	-3.6785	-3.6586	-3.7453	-3.7293	-3.7261	-3.6912	-3.486	-3.5789	-3.3537
PERT-PSP_EGF	0.493761007725722	0.193007107176033	0.183874382862493	0.116088103919002	0.404417980599046	0.0675332568032953	0.052671974420916	0.035785410092221	0.0342214843160409	0.0447151319666284	0.0573660453259115	0.0457526964907917	0.0389407100798694	0.0619776334926964	0.0127410768827995	1.1076	1.9753	2.0065	2.3709	1.2964	2.7158	2.9167	3.1192	3.1335	2.9063	2.7852	2.923	3.0521	2.7542	3.5992
PERT-PSP_DASATINIB	NA	0.455591216100622	0.00595804880702995	0.336379433394359	NA	0.00595804880702995	0.0054163454919435	0.00595804880702995	0.0054163454919435	NA	0.00297716150081566	0.00435061161851692	0.0027375	0.00435061161851692	0.0027375	NA	-1.1851	-3.3215	-1.477	NA	-3.303	-3.3568	-3.4535	-3.4615	NA	-3.4549	-3.5416	-3.4151	-3.4701	-3.4463
PERT-PSP_CYCLIC_STRETCH	NA	0.452529426958415	0.0118779822074335	0.330098378610964	NA	0.00435061161851692	0.00435061161851692	0.0027375	0.00297716150081566	NA	0.00297716150081566	0.00297716150081566	0.0027375	0.0027375	0.0054163454919435	NA	1.2136	3.3245	1.4818	NA	3.3689	3.3489	3.4333	3.4197	NA	3.587	3.5094	3.5053	3.4781	3.4289
PERT-PSP_CXCL12	NA	0.825595207133436	0.281642514062198	0.955840628072136	NA	0.22280627384485	0.200645198713172	0.146283571758485	0.157743097238896	0.103509090589497	0.110675774662283	0.0768501947573429	0.117210880332563	0.118390894422558	0.110675774662283	NA	-0.3517	1.6389	-0.0823	NA	1.8347	1.9186	2.188	2.1046	2.4225	2.3667	2.5321	2.3106	2.3062	2.3662
PERT-PSP_CISPLATIN	0.709758145087412	0.846721920647264	0.203670879633681	0.772314652735295	0.731310161126858	0.153956842434794	0.0812003256215706	0.035785410092221	0.0461099414017909	0.0301334481274214	0.037387508231105	0.035785410092221	0.00710750507099391	0.00435061161851692	0.0127410768827995	0.6674	-0.3055	1.9188	0.468	0.5848	2.154	2.5587	3.0307	2.8302	3.1627	2.8692	3.0632	3.5618	3.5389	3.4056
PERT-PSP_BACTERIAL_INFECTION	0.709758145087412	0.847479861614243	0.200645198713172	0.772314652735295	0.731310161126858	0.152907774651753	0.0827546482467872	0.035785410092221	0.0455363286724874	0.0312158892702414	0.0461099414017909	0.035785410092221	0.0054163454919435	0.01010973855766	0.0109807460890493	0.6619	-0.3015	1.9136	0.4685	0.578	2.1589	2.5141	3.0593	2.8457	3.1276	2.9287	3.0266	3.5975	3.5711	3.3846
PERT-PSP_ANTI_IGM	0.648312898751734	0.561029006946951	0.25567277926621	0.418489617783622	0.487252677177218	0.0315658175568922	0.0403661058343077	0.0226472166027882	0.0275066548358474	0.0340753274790676	0.15658018956988	0.0516281442636316	0.181383150048314	0.178958120531154	0.202852747514351	0.7996	0.9856	1.7329	1.2889	1.1214	3.1835	2.9726	3.4198	3.2791	3.1059	2.0768	2.8193	1.9943	2.0109	1.9206
PERT-PSP_ANTI_CD3	0.89592861222404	0.897263672741776	0.370624986298967	1	0.982478516262374	0.0230717690041845	0.00595804880702995	0.0054163454919435	0.0240948560402173	0.0054163454919435	0.00297716150081566	0.00297716150081566	0.0027375	0.0027375	0.0027375	-0.1979	-0.2033	1.387	0.004	-0.0309	3.3608	4.1693	4.2287	3.3994	4.4236	4.6299	4.9158	5.256	4.7407	5.2572
PERT-PSP_ANISOMYCIN	0.709758145087412	0.847479861614243	0.197318791719053	0.772314652735295	0.733459561752183	0.153956842434794	0.0720468798190603	0.0393664358332105	0.0460809223789843	0.0357355022117971	0.0444187650868079	0.035785410092221	0.00435061161851692	0.00595804880702995	0.0187516899504281	0.6725	-0.3049	1.9416	0.4758	0.5785	2.1081	2.5807	2.983	2.8258	3.1352	2.9304	3.0226	3.6464	3.5288	3.3704
PATH-WP_Non-small_cell_lung_cancer	0.668090151860439	0.825347951281455	0.180316330460419	0.661386292205108	0.25040206006082	0.0564518417617345	0.109692738420101	0.109836320926915	0.111891312853512	0.0775865560704686	0.126026225923942	0.173088116024999	0.159293832244386	0.159783459697952	0.150302342549564	0.753	0.3716	2.0107	0.771	1.743	2.7359	2.4147	2.3574	2.357	2.5796	2.2875	2.0303	2.1447	2.1139	2.1364
PATH-NP_TWEAK_PATHWAY	0.709758145087412	0.846721920647264	0.200278716400422	0.772314652735295	0.731310161126858	0.153956842434794	0.0802274243242385	0.0374394622969798	0.0461099414017909	0.0295417575877802	0.0458822131690996	0.035785410092221	0.00812517970931149	0.01010973855766	0.015837660365351	0.6757	-0.3052	1.9263	0.4684	0.5832	2.149	2.5239	2.9693	2.8152	3.1705	2.8377	3.0129	3.5397	3.5717	3.386
PATH-NP_TSLP_PATHWAY	0.714459128462466	0.768331294302805	0.214554345100847	0.709975954508016	0.425772816034781	0.613437868637183	0.333402132561408	0.0376996081451449	0.285216308365714	0.430975656507571	0.166848953951427	0.0935386659706238	0.127514942335213	0.14881703006266	0.15184255576579	0.6314	0.4769	1.8877	0.64	1.2745	0.8333	1.5088	3.0494	1.6534	1.2547	2.0754	2.5042	2.2608	2.1955	2.1419
PATH-NP_TIE2_PATHWAY	0.991057362616996	0.905321657713723	0.873530970058711	0.725852272727273	0.978352700193572	0.897263672741776	0.40822440087146	0.237803695405387	0.264637117648383	0.167740844225371	0.263260475978064	0.252473702413389	0.0768501947573429	0.0819282138620082	0.0870242406270873	-0.0232	0.1926	0.2549	0.6195	-0.0538	0.2062	1.3026	1.8118	1.7153	2.0755	1.7151	1.7622	2.5592	2.5246	2.4356
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.709758145087412	0.847479861614243	0.200645198713172	0.772314652735295	0.731310161126858	0.161432530622209	0.0848419696869818	0.035785410092221	0.0517777818401185	0.0309629642366873	0.0433912543837055	0.0309852826599238	0.00435061161851692	0.0119036133445485	0.0118779822074335	0.6645	-0.3002	1.9311	0.4742	0.577	2.0963	2.5902	3.0467	2.8106	3.2478	2.8774	3.0789	3.6565	3.5404	3.3688
PATH-NP_PROLACTIN_PATHWAY	0.049792623411158	0.68603181944626	0.234907072404982	0.862295861740923	0.0362933296506007	0.203732407285691	0.302339795810155	0.214554345100847	0.221054367356029	0.32534941825001	0.231966822652507	0.293203452796332	0.30178065352659	0.266819426591404	0.337151014304165	3.03	0.7263	-1.817	0.2521	3.2081	-1.8998	-1.6109	-1.877	-1.8472	-1.5478	-1.8156	-1.6723	-1.6181	-1.7222	-1.5431
PATH-NP_OXYTOCIN_PATHWAY	0.709758145087412	0.847479861614243	0.193007107176033	0.772314652735295	0.731310161126858	0.153956842434794	0.0806225321193797	0.0340763216244603	0.0481039184003232	0.0307853004485618	0.0437797822533344	0.0340753274790676	0.0054163454919435	0.013444862251554	0.0127410768827995	0.6655	-0.3039	1.947	0.4701	0.5874	2.1334	2.525	3.0477	2.8192	3.1551	2.898	3.0122	3.6025	3.5423	3.3542
PATH-NP_NOTCH_PATHWAY	0.409411111815526	0.709758145087412	0.0833084502836667	0.4658865241877	0.353144818098672	0.187782428700211	0.0776475593718574	0.0054163454919435	0.035785410092221	0.0181103158049489	0.0403661058343077	0.0302553050397878	0.0080991124260355	0.0134232301562979	0.0141579101790749	1.3091	0.6609	2.5376	1.1591	1.4625	2.0053	2.6037	3.7889	3.138	3.3505	3.0053	3.2843	3.8238	3.6036	3.5966
PATH-NP_LEPTIN_PATHWAY	0.532257994449347	0.644013374939294	0.119836282888282	0.502022960340286	0.37927558732068	0.140879968789284	0.0187516899504281	0.00435061161851692	0.00595804880702995	0.0315658175568922	0.00595804880702995	0.00435061161851692	0.0027375	0.00297716150081566	0.00297716150081566	1.0201	0.8068	2.3029	1.0867	1.3729	2.1869	3.4473	3.8545	3.79	3.0884	3.7704	3.9692	4.4006	4.3899	4.1705
PATH-NP_KIT_RECEPTOR_PATHWAY	0.00904825143868969	0.0768501947573429	0.00595804880702995	0.052671974420916	0.0027375	0.0027375	0.0027375	0.0027375	0.0027375	0.00297716150081566	0.0027375	0.0027375	0.0080991124260355	0.00297716150081566	0.00297716150081566	3.6718	2.641	3.7297	2.865	3.8097	4.3503	4.2908	4.3809	4.3604	3.6744	3.9798	4.3433	3.9184	4.1425	3.9449
PATH-NP_IL33_PATHWAY	0.192340944999345	0.60913661069485	0.0320350769276932	0.30230006962548	0.192340944999345	0.0576235099865301	0.0420839644609228	0.00297716150081566	0.0212545383159594	0.0027375	0.02507745255832	0.0166990735445499	0.00597875698502751	0.0109807460890493	0.00904825143868969	1.9885	0.8687	3.1975	1.5606	1.9749	2.7245	3.0464	4.152	3.3867	4.084	3.3897	3.635	3.9688	3.8123	3.7321
PATH-NP_EGFR1_PATHWAY	0.213773857920485	0.383579488465396	0.0974851661248232	0.179516302139232	0.221228149531106	0.0791771362461361	0.00435061161851692	0.0118779822074335	0.00297716150081566	0.0109807460890493	0.0212545383159594	0.0080991124260355	0.0195324476096721	0.0212970985023958	0.0196315718703778	1.8387	1.3588	2.4457	2.0263	1.835	2.6391	4.3185	3.7468	4.4715	3.8802	3.6318	3.8417	3.4032	3.5908	3.6695
PATH-NP_CRH_PATHWAY	0.71212504786623	0.847479861614243	0.202828259477914	0.772314652735295	0.731310161126858	0.156983518822599	0.0870124026084457	0.033826889090047	0.0461960923168485	0.0309852826599238	0.0412660726787291	0.0342214843160409	0.01010973855766	0.00710750507099391	0.0166990735445499	0.661	-0.307	1.9037	0.4741	0.5889	2.1631	2.507	3.0466	2.8073	3.0916	2.8358	3.0454	3.5421	3.5423	3.3879
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.886660580602935	0.660000824617584	0.768299105836611	0.26902309699628	0.897263672741776	0.265715824465616	0.28853862828205	0.0516281442636316	0.183874382862493	0.0516281442636316	0.497797946157935	0.265559141246951	0.532127154721195	0.548832974316915	0.538780258505064	-0.2248	0.7692	0.509	1.6993	0.1932	1.6767	1.6223	2.8237	2.003	2.7635	1.0978	1.7054	1.0235	0.9864	1.0041
PATH-NP_AGE_RAGE_PATHWAY	0.305527657828406	0.709975954508016	0.0757684630738523	0.40345375965874	0.338359702204685	0.0784574819645879	0.0573626490316263	0.0315658175568922	0.0389407100798694	0.0655900621118012	0.0439902280130293	0.0458822131690996	0.0444187650868079	0.0350881379390278	0.0340753274790676	1.5783	0.6431	2.61	1.3288	1.4845	2.6314	2.7715	3.2354	3.0576	2.7056	2.9611	2.9988	3.0252	3.1997	3.1959
KINASE-PSP_ZAP70	0.485865045129569	0.772314652735295	0.731310161126858	0.825912487543211	0.647297838270616	0.383587286996553	0.0412660726787291	0.0447151319666284	0.0340753274790676	0.0439348800818513	0.0389407100798694	0.035785410092221	0.0634098558941208	0.0439348800818513	0.0806527566471057	-1.1314	0.4711	0.6119	-0.3668	0.7963	1.3727	2.9515	2.8725	3.0521	2.9422	2.9787	3.0439	2.7661	2.9399	2.5093
KINASE-PSP_Syk/SYK	0.456142699495269	0.362635225113342	0.165394809484318	0.213773857920485	0.539520416529317	0.104467227856382	0.129901183187985	0.130576667477033	0.112033793481685	0.125225045009002	0.318331419446731	0.184286488519829	0.323743356865426	0.579566230936446	0.134269193771736	1.1994	1.4077	2.0811	1.8692	1.0106	2.4218	2.2572	2.323	2.4153	2.3057	1.526	1.994	1.5132	0.9202	2.2305
KINASE-PSP_Src/SRC	0.169430404634256	0.0325857376156777	0.0851036269430052	0.0592107369561943	0.090491171485558	0.0806304489466663	0.0477140081561093	0.00904825143868969	0.017608040201005	0.481832910679065	0.0506935081724998	0.035785410092221	0.205554127211168	0.120803664689136	0.127514942335213	2.0495	3.1645	2.5352	2.7751	2.5437	2.6326	2.9755	3.5911	3.5438	1.1285	2.9018	3.2865	1.9202	2.3332	2.2777
KINASE-PSP_Ret/RET	0.323108186281538	0.430975656507571	0.126026225923942	0.30178065352659	0.321104730164681	0.0934250045453022	0.0639921643201899	0.0397369876270132	0.0439620735110106	0.035785410092221	0.0438786810870451	0.037962341011029	0.0127410768827995	0.0188519391083726	0.024886887350323	1.5046	1.256	2.2784	1.5847	1.5335	2.4311	2.6518	2.8513	2.8106	3.0498	2.8266	2.9097	3.2043	3.18	3.1507
KINASE-PSP_MEK1/MAP2K1	NA	0.412969604645027	0.0054163454919435	0.30230006962548	NA	0.0027375	0.00297716150081566	0.0027375	0.0027375	0.00297716150081566	0.0027375	0.0027375	0.00435061161851692	0.00297716150081566	0.00435061161851692	NA	1.2623	3.3459	1.5849	NA	3.5192	3.5006	3.5125	3.4286	3.488	3.6136	3.5799	3.5493	3.5706	3.4999
KINASE-PSP_LYN	0.915048894567737	0.915048894567737	0.752328402961314	0.997699112166249	NA	0.774080165962806	0.683694013656109	NA	0.609063609595506	0.689685075308079	0.499605451496272	0.355587484983103	0.961216280431876	0.753626229955948	0.780899313332185	0.1724	0.153	0.5443	0	NA	0.4656	0.7265	NA	0.8935	-0.7223	1.0988	1.4237	0.0796	0.5212	0.44
KINASE-PSP_Lck/LCK	0.533437229437229	0.596018370429226	0.893233331186162	0.961216280431876	0.772314652735295	0.127367087482219	0.0801914131892643	0.0080991124260355	0.0350881379390278	0.0806304489466663	0.145197145197145	0.0409086990257781	0.13304335617654	0.159325868298558	0.153274217762753	-0.9994	0.892	0.2042	0.0834	0.4573	2.3719	2.5956	4.0428	3.1188	2.6016	2.239	3.0535	2.2795	2.1191	2.1476
KINASE-PSP_INSR	0.877109484942302	0.944940185464736	0.762771863769826	0.695812115815228	NA	0.561182542557045	0.337151014304165	0.922543851508121	0.919955004312896	0.68603181944626	0.659529002756895	0.808697959839884	0.768299105836611	0.51980025224437	0.846721920647264	0.2508	0.1089	-0.5084	-0.7127	NA	0.9573	1.4862	-0.1634	0.16	-0.724	0.7945	0.3834	-0.5001	-1.0412	0.3256
KINASE-PSP_Fyn/FYN	0.988244142216333	0.768204378721372	0.713420247277256	0.754032160779772	0.435354772656636	0.957042415902029	0.955580259112868	0.68603181944626	0.632560137529124	0.820044239895778	0.506835096082229	0.647297838270616	0.571381633740642	0.747419442183769	0.603401567977178	0.0215	-0.4862	-0.6332	-0.5228	-1.2388	-0.0818	-0.0941	0.7194	-0.8092	0.3718	1.0712	0.7975	0.9409	0.5221	0.8727
KINASE-PSP_EGFR	0.282652703874335	0.29802494183012	0.139004683238125	0.292239211935576	0.25567277926621	0.0736968283992434	0.135940763242833	0.141124098816477	0.125049027566719	0.0841592443146953	0.0661822722080241	0.161432530622209	0.0819282138620082	0.0637532490036389	0.109832772178012	1.6521	1.5874	2.2367	1.6413	1.7367	2.6213	2.2489	2.1876	2.3265	2.5504	2.7006	2.1057	2.6006	2.7489	2.3935
KINASE-PSP_Abl/ABL1	0.71967815014452	0.650346399728008	0.453933380581148	0.60340741812722	0.453933380581148	0.134269193771736	0.443642802210577	0.135940763242833	0.234926054760025	0.30178065352659	0.280727385493058	0.370624986298967	0.226266906866941	0.304131635478686	0.537986043597554	0.6244	0.7987	1.1955	0.881	1.1941	2.2594	1.2133	2.2046	1.7899	1.6075	1.6587	1.3936	1.8539	1.5951	0.9973
DISEASE-PSP_neuroblastoma	0.193913584281152	0.157743097238896	0.271966527196653	0.305527657828406	0.274826464562992	0.731310161126858	0.611707077566244	0.530028792405796	0.557617035951375	0.47305982444678	0.430975656507571	0.485865045129569	0.71967815014452	0.338305657191106	0.566101493852581	1.9413	2.1365	1.6929	1.5662	1.6779	0.5618	0.8673	1.0254	0.9664	1.1396	1.2434	1.1289	0.5986	1.4974	0.942
DISEASE-PSP_breast_cancer	0.274023016675346	0.0623798703861179	0.158305109524622	0.052671974420916	0.0768501947573429	0.0806304489466663	0.126026225923942	0.127514942335213	0.126271787048493	0.252473702413389	0.149781089973316	0.19757290743643	0.169430404634256	0.16728600630187	0.132234041546525	1.6764	2.6487	2.1024	2.7114	2.6007	2.5594	2.2541	2.2761	2.2564	1.7414	2.1835	1.9231	2.0689	2.0636	2.2246
