id	fdr.pvalue.2min_vs_0min	fdr.pvalue.5min_vs_0min	fdr.pvalue.5min_vs_2min	2min_vs_0min	5min_vs_0min	5min_vs_2min
PATH-NP_TSLP_PATHWAY	0.0119918699186992	0.0758316532258064	0.0415075376884422	3.6027	2.667	3.1047
PATH-NP_TIE2_PATHWAY	0.0314851549192522	0.2242360436583	0.114874457469679	2.9919	1.759	2.3683
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.019982174688057	0.114874457469679	0.138742454312412	3.277	2.3348	2.1103
PATH-NP_PROLACTIN_PATHWAY	0.453415157730091	0.386208295217219	0.898609812921137	-1.1481	-1.3614	0.228
PATH-NP_OXYTOCIN_PATHWAY	0.0195396588839212	0.117885875060448	0.138742454312412	3.3408	2.3062	2.1332
PATH-NP_NOTCH_PATHWAY	0.0119796954314721	0.0556751727804359	0.0641433460841554	3.7813	2.8888	2.8083
PATH-NP_LEPTIN_PATHWAY	0.0136317427066326	0.0199444110576923	0.0614014801110083	3.6614	3.3306	2.9508
PATH-NP_KIT_RECEPTOR_PATHWAY	0.114874457469679	0.321077402223921	0.577175889774782	2.3783	1.4996	-0.8689
PATH-NP_IL33_PATHWAY	0.0119918699186992	0.0641433460841554	0.539900511733343	3.7749	2.8552	0.9431
PATH-NP_EGFR1_PATHWAY	0.0227440332528828	0.0758316532258064	0.752262899621028	3.521	2.8535	-0.4825
PATH-NP_CRH_PATHWAY	0.0199444110576923	0.114874457469679	0.138742454312412	3.3318	2.3565	2.121
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.370335058169416	0.321077402223921	0.0119796954314721	1.3484	1.4729	-3.7485
PATH-NP_AGE_RAGE_PATHWAY	0.0142140132503513	0.0765818046961383	0.300181708055724	3.445	2.676	1.5478
KINASE-PSP_ZAP70	0.396775935673016	0.191086369967759	0.297176193653618	1.2774	1.8713	-1.5609
KINASE-PSP_Syk/SYK	0.180658778762114	0.390711024210874	0.00897565922920892	1.9166	1.3293	-3.7649
KINASE-PSP_Src/SRC	0.402973950442305	0.722505553021254	0.259170691372409	-1.208	-0.5804	-1.6622
KINASE-PSP_Ret/RET	0.0316805252983953	0.114874457469679	0.996346039897294	3.0139	2.2797	-0.0089
KINASE-PSP_MEK1/MAP2K1	0.18001503006012	0.168581374375227	0.9972050309443	1.869	1.9896	-0.0061
KINASE-PSP_LYN	0.353235312419439	0.66091149829978	0.979315209384425	1.451	0.7285	-0.0548
KINASE-PSP_Lck/LCK	0.105629600159141	0.0543180012997328	0.0059	2.5996	3.038	-4.3255
KINASE-PSP_INSR	0.37109518874466	0.541071771314507	0.539900511733343	1.3693	-0.9803	-0.9848
KINASE-PSP_Fyn/FYN	0.114874457469679	0.0119796954314721	0.467457898957498	2.4947	3.6253	1.0593
KINASE-PSP_EGFR	0.312298019147633	0.541071771314507	0.0758316532258064	1.5326	0.9209	-2.4375
KINASE-PSP_Abl/ABL1	0.0199444110576923	0.114874457469679	0.0307886325585441	3.2647	2.1659	-2.8164
DISEASE-PSP_neuroblastoma	0.691378753231259	0.363342330184435	0.881109032634727	-0.6448	-1.3567	0.2726
DISEASE-PSP_breast_cancer	0.849482034192988	0.876806615925747	0.569855828124509	-0.3276	-0.272	-0.8669
