id	fdr.pvalue.2min_vs_0min	fdr.pvalue.5min_vs_0min	fdr.pvalue.5min_vs_2min	2min_vs_0min	5min_vs_0min	5min_vs_2min
PERT-PSP_AZD8055	0.36620898990374	0.777819231681915	0.882371457543384	-1.6993	-0.75	0.5112
PERT-PSP_ANTI_IGM	0.0267400627078085	0.0656440355329949	0.874163050026433	2.8434	2.5227	0.5501
PERT-PSP_ANTI_CD3	0.00120576923076923	0.00214402954452195	0.497038068688571	5.2361	4.1556	1.3592
PERT-PSP_ANISOMYCIN	0.0110724348761096	0.215194182268296	0.421433021806854	3.2671	2.0546	-1.5458
PERT-PSP_AMINO_ACIDS	0.139078547113925	0.752486014676924	0.580873345870499	2.3479	0.7976	-1.1751
PERT-PSP_AG1478	0.00214402954452195	0.00120576923076923	0.0649719169923654	-3.3468	-3.1727	-2.0903
PERT-PSP_4_HT	0.00703934398253973	0.075831658166475	0.752486014676924	3.0126	2.5293	-0.8653
PERT-P100-PRM_VORINOSTAT	0.617186461497859	0.524365119836818	0.75329711602951	1.0851	1.2844	0.7789
PERT-P100-PRM_VEMURAFENIB	NA	NA	0.142419590853011	NA	NA	2.0982
PERT-P100-PRM_TAXOL	NA	NA	0.586011027147649	NA	NA	1.1923
PERT-P100-PRM_STAUROSPORINE	0.882371457543384	0.593173036934699	0.728984494224321	-0.5027	1.1492	-0.8774
PERT-P100-PRM_SP600125	0.752842505341441	0.703065273785319	0.556104631701207	-0.861	-0.9857	-1.26
PERT-P100-PRM_SEMAGACESTAT	0.053202614379085	0.305111890230706	0.65205777903658	2.5022	1.7859	-1.004
PERT-P100-PRM_SELUMETINIB	1	0.948392706047834	0.130942349823051	-0.0417	-0.3224	-2.3038
PERT-P100-PRM_SCH_900776	0.303570927711954	0.480693470730385	0.828290129611166	-1.8133	-1.4156	-0.6105
PERT-P100-PRM_SALERMIDE	1	1	0.547576865391826	NaN	NaN	1.2529
PERT-P100-PRM_ROSCOVITINE	0.227064486300045	0.0928905984007067	0.201423920121554	-1.7962	-2.3544	-1.9506
PERT-P100-PRM_PS-1145	0.524365119836818	0.0110724348761096	0.237002728585287	1.3109	2.8648	1.8254
PERT-P100-PRM_NILOTINIB	0.774702561000202	0.278833134209478	0.471743548879676	-0.772	-1.8532	-1.4575
PERT-P100-PRM_METHYLSTAT	NA	NA	0.517257204296846	NA	NA	1.3374
PERT-P100-PRM_LOSMAPIMOD	1	0.849453178400547	0.128395698220119	0.0052	-0.5919	-2.3243
PERT-P100-PRM_LENALIDOMIDE	0.0316459374636755	0.0484008347452915	0.327572347266881	2.8397	2.7579	1.7337
PERT-P100-PRM_KN-93	0.0281937574620501	0.0847223076449966	0.598914018423117	2.5184	2.4999	-1.1697
PERT-P100-PRM_IPI145	1	0.92430441898527	0.445795271686024	-0.0237	0.4116	-1.5193
PERT-P100-PRM_ETOPOSIDE	NA	NA	0.65011961317168	NA	NA	-1.0839
PERT-P100-PRM_EPZ-5687	0.422961934564473	0.0968491071428571	0.767680375013223	1.5392	2.2685	0.7819
PERT-P100-PRM_DMSO	1	0.92430441898527	0.593173036934699	-0.2021	0.3828	-1.174
PERT-P100-PRM_DECITABINE	1	1	0.625224488442644	NaN	NaN	1.078
PERT-P100-PRM_DACTOLISIB	1	0.875577282705911	0.09291	-0.0224	-0.5292	-2.4556
PERT-P100-PRM_BMS-345541	0.217193282495097	0.188964171134992	1	2.0463	2.1418	0.1297
PERT-P100-PRM_ALPELISIB	0.841251986491855	0.285576079151041	0.708887858086644	-0.7211	1.7259	-1.0224
PERT-P100-DIA_VORINOSTAT	0.940418891892486	0.752486014676924	0.781735806314597	-0.3645	-0.8591	-0.7214
PERT-P100-DIA_VANDETANIB	0.393815879011763	0.516100127501696	0.767680375013223	-1.5697	-1.3701	-0.8447
PERT-P100-DIA_UNC-0646	0.575216599692315	0.21430956801708	0.948392706047834	1.2182	1.9541	-0.337
PERT-P100-DIA_UNC-0321	0.450080801827121	0.997859265262021	0.909829751404805	-1.5083	-0.2367	-0.4304
PERT-P100-DIA_TRICHOSTATIN_A	0.796317980910896	0.549424776809622	0.216657603154102	-0.6959	1.2611	-1.8792
PERT-P100-DIA_STAUROSPORINE	1	0.743144509432046	0.774702561000202	-0.0388	-0.8283	-0.7404
PERT-P100-DIA_SEMAGACESTAT	0.0222385488447507	0.07421875	0.8382615598333	2.8317	2.5141	-0.6266
PERT-P100-DIA_RUXOLITINIB	0.443724940824115	0.662395547161172	0.928987827728224	1.5306	1.0238	-0.3688
PERT-P100-DIA_RESVERATROL	0.742410880578112	0.745405377021634	0.928987827728224	-0.8862	0.8653	0.3847
PERT-P100-DIA_PRI-724	0.791394765764528	0.755357583320033	0.907926840959859	0.717	-0.7922	0.4363
PERT-P100-DIA_NILOTINIB	NA	NA	0.626248501797843	NA	NA	-1.1032
PERT-P100-DIA_MS-275	0.92240375091825	0.909829751404805	0.0641528574787311	0.3992	-0.4516	-2.6531
PERT-P100-DIA_MOMELOTINIB	NA	NA	0.641734416295511	NA	NA	-1.0902
PERT-P100-DIA_METHYLSTAT	0.767680375013223	0.489533386473726	0.497038068688571	0.7668	1.4072	1.3792
PERT-P100-DIA_LY-294002	0.87069423572786	0.237002728585287	0.912427208936805	-0.5319	1.9476	0.4195
PERT-P100-DIA_LENALIDOMIDE	0.0928905984007067	0.0412112676056338	0.0922257970820207	2.5673	2.7906	2.4713
PERT-P100-DIA_GSK-J4	0.752486014676924	0.541310569858612	0.497038068688571	-0.8294	-1.2653	-1.3749
PERT-P100-DIA_GELDANAMYCIN	0.742410880578112	0.4568934867549	0.979593342020505	0.8651	1.4943	-0.2628
PERT-P100-DIA_EX527	0.117945823927765	0.188964171134992	1	2.3217	2.0586	0.1702
PERT-P100-DIA_EPZ-5687	0.228326146576791	0.164018112561	0.75329711602951	1.9861	2.1139	0.7867
PERT-P100-DIA_EPZ-5676	0.598914018423117	0.909829751404805	0.61616705389018	1.1541	0.4534	-1.1371
PERT-P100-DIA_DMSO	0.991952285632583	1	0.752486014676924	0.2543	-0.1226	-0.8204
PERT-P100-DIA_DEXAMETHASONE	0.882188295165394	1	0.616818518056262	0.5149	-0.0775	-1.1155
PERT-P100-DIA_CPI-169	0.781735806314597	0.909829751404805	0.112432786786802	-0.7292	-0.4445	-2.4363
PERT-P100-DIA_CHIR99021	0.948392706047834	0.796968787578522	0.253750087540201	0.323	-0.6738	-1.9189
PERT-P100-DIA_CC-401	1	0.260563223755862	0.47105326783703	-0.1704	1.9136	1.4486
PERT-P100-DIA_CALYCULIN_A	0.043347025346094	0.00703934398253973	0.21430956801708	-2.5771	-3.2261	-1.819
PERT-P100-DIA_C646_(CHEMBL1797936)	0.99145460399591	0.989185872921737	0.672538273995964	0.2474	-0.2414	0.9727
PERT-P100-DIA_BMS-345541	1	1	0.31914484917473	NaN	NaN	1.6985
PERT-P100-DIA_BIX-01338	0.813266197677875	0.227064486300045	0.422961934564473	-0.6989	1.9766	1.5618
PERT-P100-DIA_BELINOSTAT	0.744162056486835	0.882371457543384	0.616818518056262	-0.8234	-0.4924	1.1083
PERT-P100-DIA_BAFILOMYCIN_A1	0.0317988311490717	0.112485318762056	0.586011027147649	2.5211	2.3418	1.2633
PERT-P100-DIA_AR_A014418	0.641647869482827	0.380261975891533	1	-1.0405	-1.6507	-0.0942
PATH-WP_Ras_Signaling	NA	NA	0.471743548879676	NA	NA	1.4445
PATH-WP_PI3K-Akt_Signaling_Pathway	0.0381336252653928	0.135526499756529	0.796317980910896	3.0353	2.3239	-0.6891
PATH-WP_Pancreatic_adenocarcinoma_pathway	NA	NA	0.468570457249703	NA	NA	1.4448
PATH-WP_Non-small_cell_lung_cancer	0.013826561552456	0.0574228409194981	1	2.8884	2.5752	0.1069
PATH-WP_MAPK_Signaling_Pathway	NA	NA	0.473010731178494	NA	NA	1.4355
PATH-WP_Endometrial_cancer	NA	NA	0.471743548879676	NA	NA	1.4266
PATH-WP_Chromosomal_and_microsatellite_instability_in_colorectal_cancer	0.0524938623322901	0.215194182268296	0.840673521077249	2.6172	2.07	0.6033
PATH-WP_Breast_cancer_pathway	NA	NA	0.480693470730385	NA	NA	1.4328
PATH-WP_Bladder_Cancer	NA	NA	0.471743548879676	NA	NA	1.4461
PATH-NP_TWEAK_PATHWAY	0.0790343125547329	0.0988553419672334	0.393815879011763	2.5445	2.4231	1.6096
PATH-NP_TSLP_PATHWAY	0.616823198021503	1	0.662599145820622	1.0848	-0.212	0.9802
PATH-NP_TIE2_PATHWAY	NA	NA	0.00214402954452195	NA	NA	2.9743
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.00703934398253973	0.00703934398253973	0.00120576923076923	3.5471	3.5711	3.2392
PATH-NP_PROLACTIN_PATHWAY	0.776027129243933	0.685154138247864	0.560731073418225	-0.7152	-0.932	-1.2138
PATH-NP_OXYTOCIN_PATHWAY	0.048443922489724	0.075753497856691	0.304214174861173	2.6852	2.5119	1.7868
PATH-NP_NOTCH_PATHWAY	0.00618385884627144	0.00703934398253973	0.0360649514244793	3.2604	3.1111	2.3638
PATH-NP_LEPTIN_PATHWAY	0.00120576923076923	0.00120576923076923	0.00120576923076923	3.3693	3.8032	3.7893
PATH-NP_KIT_RECEPTOR_PATHWAY	0.00618385884627144	0.00504895960832313	0.0861222943210344	3.2151	3.7571	2.4707
PATH-NP_IL33_PATHWAY	0.0102398693477595	0.0523534604098576	0.466619804490028	3.6411	3.0195	1.4814
PATH-NP_IL11_PATHWAY	0.00120576923076923	0.00120576923076923	0.848240913065901	4.9898	4.3727	0.6149
PATH-NP_GLP1_PATHWAY	0.334265653995523	0.078800583302953	0.0471514403096725	1.7213	2.5506	2.7852
PATH-NP_GASTRIN_PATHWAY	0.377131597802723	0.20593047895083	0.21430956801708	1.6686	2.0888	1.9494
PATH-NP_FGF1_PATHWAY	0.175009613787423	0.50054797233453	0.31914484917473	1.8438	1.4069	-1.7509
PATH-NP_EGFR1_PATHWAY	0.00120576923076923	0.00618385884627144	0.950137380410543	4.3437	3.9401	0.3135
PATH-NP_CRH_PATHWAY	0.0509282448572712	0.0179547820462286	0.215194182268296	2.7438	3.1187	1.9723
PATH-NP_CCR7_PATHWAY	0.0579879285401285	0.445795271686024	0.0776192337763878	2.8232	1.5104	2.5347
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.53660457189869	1	0.0649719169923654	-1.2642	0.0536	2.6725
PATH-NP_AGE_RAGE_PATHWAY	0.0553683848121188	0.0712497850469075	0.501391110185673	2.6334	2.5696	1.3713
KINASE-PSP_TBK1	0.00120576923076923	0.00366853311333837	0.037859660455254	4.3093	3.6351	-2.9267
KINASE-PSP_SRPK1	0.0484008347452915	0.10645663349526	0.65205777903658	-2.7905	-2.4648	-1.0293
KINASE-PSP_Src/SRC	0.197319082609664	0.538486312399356	0.0553683848121188	1.8993	-1.2904	-2.7273
KINASE-PSP_SGK1	0.18963375031768	0.879060475610627	0.0988553419672334	2.0878	0.5562	-2.2881
KINASE-PSP_RSK2/RPS6KA3	0.00120576923076923	0.00120576923076923	0.0164090306371694	3.6134	4.5129	3.2666
KINASE-PSP_Ret/RET	NA	NA	0.575216599692315	NA	NA	-1.2336
KINASE-PSP_RAF1	NA	NA	0.486805199873174	NA	NA	1.4194
KINASE-PSP_PRKD1	0.279585494821649	0.714492050882605	0.11054488336702	-1.8721	-0.9131	2.035
KINASE-PSP_PLK3	NA	NA	0.00504323346068771	NA	NA	2.9212
KINASE-PSP_PLK1	0.0988553419672334	0.241718181449268	0.776027129243933	2.4895	1.9533	-0.7834
KINASE-PSP_PKG1/PRKG1	0.521013295938224	0.752486014676924	0.21430956801708	1.3479	0.8879	-2.0633
KINASE-PSP_PKCH/PRKCH	0.00703934398253973	0.00214402954452195	0.123612438432699	2.9712	3.4923	2.068
KINASE-PSP_PKCE/PRKCE	0.0929804115298221	0.0612799395345201	0.0722713166839072	1.9615	2.0164	2.1683
KINASE-PSP_PKCD/PRKCD	0.00214402954452195	0.00120576923076923	0.00120576923076923	2.9034	3.9128	3.5949
KINASE-PSP_PKCB/PRKCB	0.158600665433463	0.745405377021634	0.227064486300045	1.9609	-0.8482	-1.869
KINASE-PSP_PKCA/PRKCA	0.752486014676924	0.502752737713675	0.909829751404805	0.8419	1.3697	0.4653
KINASE-PSP_PKACA/PRKACA	0.0485154554352914	0.00504323346068771	0.541310569858612	2.829	3.7651	1.2448
KINASE-PSP_PDK1/PDPK1	NA	NA	0.616818518056262	NA	NA	1.1038
KINASE-PSP_PAK4	NA	0.742410880578112	NA	NA	0.8878	NA
KINASE-PSP_PAK2	0.844430386595471	0.634392584429643	0.484883690134628	-0.5951	-1.1081	-1.4492
KINASE-PSP_PAK1	0.241718181449268	0.517257204296846	0.598914018423117	1.7673	1.3344	-1.1229
KINASE-PSP_p90RSK/RPS6KA1	0.0380655080836789	0.00120576923076923	0.00366853311333837	2.9611	4.0764	3.5691
KINASE-PSP_p70S6K/RPS6KB1	0.0270455133656228	0.00703934398253973	0.110118269943328	3.0633	3.2884	2.3881
KINASE-PSP_P38D/MAPK13	0.133460620066706	0.752486014676924	0.0728489014965405	1.9615	-0.8631	-1.963
KINASE-PSP_P38A/MAPK14	0.00120576923076923	0.0306884716333535	0.0571211661099302	3.2015	2.7247	2.7603
KINASE-PSP_mTOR/MTOR	0.526639202298114	0.75329711602951	0.882188295165394	1.2634	0.7807	0.4963
KINASE-PSP_MLK2/MAP3K10	0.0180588781436578	0.918900622799892	0.399967732327244	2.8918	0.4239	-1.6146
KINASE-PSP_MELK	0.232079228243021	0.0670106927497813	0.75329711602951	1.8428	2.0526	0.8522
KINASE-PSP_MEK1/MAP2K1	0.0245271578617951	0.0649719169923654	0.789243121419852	2.7984	2.5921	0.7072
KINASE-PSP_MAPKAPK2	0.00120576923076923	0.00120576923076923	0.0509913387917363	3.4756	3.3945	2.5607
KINASE-PSP_JNK3/MAPK10	NA	NA	0.682753625124782	NA	NA	-0.95
KINASE-PSP_JNK2/MAPK9	0.0978787167877006	0.20456333074095	0.00703934398253973	2.4486	2.0793	2.902
KINASE-PSP_JNK1/MAPK8	0.00120576923076923	0.00120576923076923	0.00366853311333837	3.8467	4.03	3.573
KINASE-PSP_GSK3B	0.0558689274560029	0.0596246176845895	0.4568934867549	2.8554	2.7922	1.4893
KINASE-PSP_GSK3A	0.0988553419672334	0.0494822783452144	0.21393771865417	2.4673	2.93	2.0942
KINASE-PSP_ERK2/MAPK1	0.00120576923076923	0.00120576923076923	0.0648224225836467	4.8752	4.2757	2.8204
KINASE-PSP_ERK1/MAPK3	0.00120576923076923	0.0360649514244793	0.158600665433463	4.231	3.1434	2.2589
KINASE-PSP_DYRK2	0.616823198021503	0.497038068688571	0.676020932061858	-1.0996	-1.4098	-0.9713
KINASE-PSP_DYRK1A	0.232079228243021	0.840673521077249	0.0144887090810842	1.9515	0.6179	-2.9524
KINASE-PSP_DNAPK/PRKDC	0.547576865391826	0.948392706047834	0.87069423572786	1.2747	0.3492	-0.5595
KINASE-PSP_Cot/MAP3K8	NA	NA	0.928987827728224	NA	NA	-0.3862
KINASE-PSP_CK2A1/CSNK2A1	0.0551920424870162	0.00120576923076923	0.00802734675065294	-3.0017	4.4807	4.0562
KINASE-PSP_CK1D/CSNK1D	0.266801425925557	0.144544377659808	0.948392706047834	1.8427	2.1843	0.3204
KINASE-PSP_Chk2/CHEK2	0.0259482690011938	0.0164090306371694	0.0988553419672334	2.7974	2.6483	1.9835
KINASE-PSP_Chk1/CHEK1	0.118655907741144	0.00120576923076923	0.321497919556172	2.3167	4.0907	1.7597
KINASE-PSP_CDK7	0.0649719169923654	0.861082474226804	0.515421256873816	-2.4181	-0.5567	1.3247
KINASE-PSP_CDK6	0.00214402954452195	0.12591929115673	1	-3.8803	-2.4533	0.1053
KINASE-PSP_CDK5	0.470245144410741	0.222540845070423	0.191314076484947	1.4514	2.0006	2.1143
KINASE-PSP_CDK4	0.121157634620959	0.928987827728224	0.882371457543384	-2.1608	-0.3786	0.5151
KINASE-PSP_CDK3	1	0.0436290161644382	0.303678494200904	-0.2037	-2.8391	-1.6969
KINASE-PSP_CDK2	0.146933663587604	1	1	-2.2943	-0.0559	0.2097
KINASE-PSP_CDK1	1	0.52185834291388	0.676020932061858	0.098	1.2962	0.9683
KINASE-PSP_CDC7	0.233546329208927	0.87069423572786	0.191314076484947	-1.8623	0.5322	2.1049
KINASE-PSP_CAMK2A	0.510134410818834	0.926720023325767	0.0649719169923654	1.3696	-0.3785	-2.8396
KINASE-PSP_BRAF	NA	NA	0.493490883475359	NA	NA	1.3981
KINASE-PSP_AurB/AURKB	0.033846845177565	0.0118691778086128	0.742410880578112	2.245	3.0924	-0.8906
KINASE-PSP_ARAF	NA	NA	0.473010731178494	NA	NA	1.4384
KINASE-PSP_AMPKA1/PRKAA1	0.879060475610627	0.0553683848121188	0.0263666094112395	-0.5409	2.6255	2.8291
KINASE-PSP_Akt1/AKT1	0.0485389251613531	0.00120576923076923	0.00120576923076923	2.5097	3.858	4.3245
DISEASE-PSP_type_2_diabetes	0.0164090306371694	0.00918854415274463	0.572346684603047	2.9552	3.3523	1.1859
DISEASE-PSP_PSP	0.375344673910982	0.0412112676056338	0.776542772396777	1.6454	2.8227	0.7974
DISEASE-PSP_neuroblastoma	0.830283403035119	0.844430386595471	0.919870518280396	-0.6579	0.597	0.4041
DISEASE-PSP_melanoma_skin_cancer	0.137404272151899	0.879060475610627	0.144792084288853	-2.1009	0.5681	1.993
DISEASE-PSP_medullary_thyroid_carcinoma	0.00120576923076923	0.00366853311333837	0.0719044584653402	3.4066	3.104	2.0802
DISEASE-PSP_breast_cancer	0.990524995111777	0.996785602108123	0.977244606050018	0.2589	0.2406	-0.2696
DISEASE-PSP_Alzheimer's_disease	0.00120576923076923	0.822249294332557	0.0173695036394235	3.4153	0.6534	-2.4339
