id	fdr.pvalue.tcell_rep1_0min	fdr.pvalue.tcell_rep2_0min	fdr.pvalue.tcell_rep3_0min	fdr.pvalue.tcell_rep4_0min	fdr.pvalue.tcell_rep5_0min	fdr.pvalue.tcell_rep1_2min	fdr.pvalue.tcell_rep2_2min	fdr.pvalue.tcell_rep3_2min	fdr.pvalue.tcell_rep4_2min	fdr.pvalue.tcell_rep5_2min	fdr.pvalue.tcell_rep1_5min	fdr.pvalue.tcell_rep2_5min	fdr.pvalue.tcell_rep3_5min	fdr.pvalue.tcell_rep4_5min	fdr.pvalue.tcell_rep5_5min	tcell_rep1_0min	tcell_rep2_0min	tcell_rep3_0min	tcell_rep4_0min	tcell_rep5_0min	tcell_rep1_2min	tcell_rep2_2min	tcell_rep3_2min	tcell_rep4_2min	tcell_rep5_2min	tcell_rep1_5min	tcell_rep2_5min	tcell_rep3_5min	tcell_rep4_5min	tcell_rep5_5min
PERT-PSP_SII_ANGIOTENSIN_2	0.292309380624204	0.156620436225699	1	0.281954762403589	0.689883586930304	0.5974116521036	0.721605718077935	0.748855385993285	0.769103820764153	0.497248054319848	0.281691283224242	0.443926724078157	0.337456456405177	0.397137983967252	0.382639792429996	-2.41	-3.03	0.3184	-2.4403	-1.1929	1.4489	1.1	1.0324	0.9743	1.7839	2.4947	1.9144	2.2907	2.0458	2.1015
PERT-PSP_SERUM	0.216365510639865	1	1	0.752181030018361	0.998050952009088	0.422503725782414	0.296361749784139	0.550234252993233	0.482605138845476	0.580760547797745	0.187411347517731	0.44884625842398	0.826329336978512	0.492225017650316	0.351923063514088	-2.6735	-0.1059	0.1021	-1.0255	-0.434	1.9655	2.3957	1.6342	1.7986	1.5463	2.8605	1.9006	0.8554	1.8	2.2287
PERT-PSP_RAPAMYCIN	1	0.282060018543785	0.681985067601441	0.295076752171278	0.850643341957156	0.641156502318595	0.416776352937046	0.48904611687818	0.371706332667296	0.212410128165052	0.505846487177172	0.353142379614792	0.111493969972926	0.470792279659873	0.336448158670113	0.3412	-2.4101	1.254	-2.3453	0.7799	1.4096	1.9711	1.8029	2.0757	2.6081	1.7815	2.1659	2.8959	1.8626	2.2206
PERT-PSP_PHORBOL_ESTER_IONOMYCIN	0.562815343258892	0.231260601948335	1	NA	NA	0.810214673680939	0.747350264498566	0.674911034276878	0.68889898643299	0.492949843694209	0.370923324061895	0.68891582388679	0.64363221188476	0.595698345951797	0.67442794058611	-1.5856	-2.5685	0.0579	NA	NA	0.8918	1.0623	1.2514	1.2229	1.801	2.1292	1.1949	1.3544	1.486	1.2515
PERT-PSP_PHORBOL_ESTER	0.0662505165121386	0.416467248022713	1	0.176373242385853	0.292784426930986	0.478753097534318	0.64363221188476	0.903979041695922	0.649972056742649	0.481998203804898	0.360761313037175	0.358661720128489	1	0.503212617695803	0.369635099328841	-3.4172	-2.0231	-0.3363	-2.9136	-2.477	1.8503	1.3705	0.6543	1.3271	1.826	2.207	2.1865	0.0762	1.7611	2.1362
PERT-PSP_PDGF	NA	NA	NA	NA	NA	0.64363221188476	0.645986103006016	0.534638656987296	0.647651189603945	0.0461021778953796	0.527891417996932	0.0226697550722773	0.596923354231975	0.505161173487867	0.0226697550722773	NA	NA	NA	NA	NA	1.3747	1.3542	1.6616	1.3444	3.4187	1.6825	3.6897	1.4862	1.7782	3.802
PERT-PSP_PD98059	0.353010644707773	0.0363930588073268	1	0.0461021778953796	NA	0.305866956640153	0.296361749784139	0.511665043816942	0.571813560909321	0.509226221176118	0.185213330806441	0.315288033408004	0.179387294370244	0.298135543849284	0.234598775167369	2.1726	3.313	-0.0074	3.252	NA	-2.3008	-2.3402	-1.7424	-1.5606	-1.7237	-2.7393	-2.3024	-2.7228	-2.3457	-2.5316
PERT-PSP_PAR2_ACTIVATING_PEPTIDE	0.568253301891999	0.228705164442692	1	NA	NA	0.81203292748692	0.74065034848593	0.677325902968821	0.687802293873664	0.487009261298436	0.368771024101296	0.691357147075074	0.658027967093492	0.5974116521036	0.672629186094465	-1.5783	-2.5917	0.0578	NA	NA	0.8897	1.0653	1.2297	1.229	1.8144	2.1244	1.1912	1.3133	1.481	1.2579
PERT-PSP_OKADAIC_ACID	0.351923063514088	0.0804822335025381	0.761415466130555	0.0871783391460081	0.155987952800586	0.865439100029632	1	1	1	1	0.67994865985548	0.978272318005444	0.785078756532904	1	1	-2.1671	-3.2727	-1.0005	-3.3025	-2.9714	-0.7512	-0.2543	-0.1293	0.1575	0.186	1.235	-0.4696	0.9439	-0.2537	0.1179
PERT-PSP_NOCODAZOLE	1	0.790325857586798	1	1	1	0.389709585382349	0.392854181350802	0.571813560909321	0.292342594768524	0.309976485586039	0.757884282867111	0.323540712680984	0.879346368198321	0.551587809241148	0.641156502318595	0.0577	0.9309	0.3642	-0.1941	-0.0276	2.0501	2.0316	1.5378	2.469	2.3734	1.0084	2.3152	0.6922	1.6055	1.3663
PERT-PSP_LY294002	0.234598775167369	0.68891582388679	1	0.990597846593365	0.834315363264742	0.599921377613089	0.513530523804017	0.562158824585495	0.634094691648555	0.640779290098746	NA	0.350506731498275	0.36814548361311	0.422630947620952	0.397087318918586	2.5734	-1.2181	-0.394	-0.4577	-0.8365	-1.4893	-1.7334	-1.6129	-1.3896	-1.3892	NA	-2.2047	-2.1283	-2.0051	-2.01
PERT-PSP_LPS	0.281290035922428	0.0455115202082058	0.878396372363111	0.0455115202082058	NA	0.744104879510767	0.751662417918765	0.869940244762043	0.989596267282512	0.752181030018361	0.360722245161925	0.735603624313716	0.593734553574789	0.628400840318565	0.681985067601441	-2.4124	-3.3038	-0.7275	-3.249	NA	1.0503	1.0335	0.7305	0.4344	1.025	2.1351	1.0881	1.5203	1.4249	1.2353
PERT-PSP_LPA	0.593734553574789	0.337456456405177	1	0.292309380624204	0.296361749784139	1	1	1	0.708658931706699	0.692239814397427	0.368771024101296	1	0.684983349169303	0.708150423213944	0.807842779286466	-1.4999	-2.2592	-0.1481	-2.4044	-2.3429	0.1016	0.3789	0.1929	1.1387	1.1959	2.0968	0.3364	1.2254	1.1413	0.8945
PERT-PSP_LITHIUM	0.619082410046075	0.64363221188476	1	0.435727791499872	0.722941804131852	0.705300585856183	0.53481902173913	0.756061321601476	0.593734553574789	0.524970995317113	0.742946372481872	0.599921377613089	1	0.752861428316531	0.409343153923224	1.433	1.355	NaN	1.9439	1.1093	1.1681	1.6791	1.027	1.4919	1.6983	1.057	1.4709	NaN	1.0432	2.0215
PERT-PSP_LAPATINIB	0.24684598657955	1	0.551587809241148	0.766205982670692	NA	0.0149521869518475	0.0132125	0.0422377622377622	0.0339631129104813	0.0149521869518475	0.0132125	0.0132125	0.0132125	0.0149521869518475	0.0132125	2.5705	0.4053	-1.6164	0.9993	NA	-3.6965	-3.9986	-3.4159	-3.673	-3.6787	-4.0044	-3.8819	-3.9998	-3.6755	-4.0637
PERT-PSP_IONOMYCIN	0.853915204798488	0.445057534578585	0.550234252993233	0.360761313037175	NA	0.0980087853215821	0.0363930588073268	0.0847245119906901	0.0149521869518475	0.0132125	0.0132125	0.121338166115489	0.03145880147026	0.15271386017023	0.0226697550722773	-0.7858	-1.9065	1.6101	-2.163	NA	3.0625	3.3563	3.0452	3.5109	3.4381	3.6141	2.9302	3.3449	2.9202	3.3756
PERT-PSP_IONIZING_RADIATION	0.989487721615771	0.228992560054276	0.759356299985759	0.195922150139018	0.281813299124031	0.780445523447415	0.43002678631867	0.66550805137007	0.376655863454952	0.209888800635425	0.370944313737833	0.480772476296857	0.125833333333333	0.536582884274786	0.147929142719344	-0.4334	-2.6539	-1.0216	-2.8276	-2.4635	0.9677	1.9105	1.2837	2.0758	2.7445	2.1187	1.8608	3.1133	1.6463	3.0594
PERT-PSP_INSULIN	0.0149521869518475	0.370944313737833	1	0.245661605206074	0.507538814666401	0.571813560909321	0.61596490737895	0.70355535669727	0.722223444413243	0.772513674141472	0.212410128165052	0.759356299985759	1	0.735096483830246	0.677855294924423	-4.2818	-2.1602	-0.3631	-2.6383	-1.7577	1.5423	1.438	1.1448	1.1163	0.9552	2.7125	0.9812	0.2212	1.0683	1.2233
PERT-PSP_IL_6	0.0480335454019665	0.0804822335025381	0.292342594768524	0.0149521869518475	0.0274561302239668	1	1	0.659614230505434	0.662781773588315	0.722223444413243	0.869171884602161	0.66250057239674	0.305836656181036	0.804308334080919	0.941904101591009	-3.3652	-3.259	-2.4006	-3.4134	-3.8129	0.215	-0.1048	-1.3085	-1.3063	-1.1131	0.7304	-1.2947	-2.3545	-0.9105	-0.5704
PERT-PSP_IL_2	0.360722245161925	0.0274561302239668	1	0.0149521869518475	NA	0.309976485586039	0.308397345929604	0.518318092977803	0.587471416273628	0.508598697836046	0.189195639388696	0.322113725705183	0.195922150139018	0.300214253518924	0.223328732005522	-2.1986	-3.313	0.0075	-3.2562	NA	2.3054	2.3522	1.741	1.5171	1.744	2.6883	2.2655	2.7208	2.3674	2.5781
PERT-PSP_IL_1B	0.56895250570871	0.220393252329295	1	NA	NA	1	1	1	1	0.930162123657817	0.744104879510767	1	1	0.954508582169347	0.952056156101872	-1.5826	-2.5968	0.0573	NA	NA	-0.1495	-0.0927	0.2143	0.1189	0.5837	1.0493	0.1198	0.3865	0.5453	0.5432
PERT-PSP_IL_1A	0.568253301891999	0.212942082062939	1	NA	NA	0.818066736235341	0.735603624313716	0.679449896680281	0.68889898643299	0.48904611687818	0.363845009157509	0.700599795748034	0.659614230505434	0.599833398412079	0.677325902968821	-1.5841	-2.5922	0.0569	NA	NA	0.8843	1.0708	1.2462	1.215	1.8072	2.1144	1.1781	1.3085	1.4945	1.2537
PERT-PSP_IGF_1	0.0871783391460081	0.850643341957156	0.807842779286466	0.717589786401646	0.60728864710443	0.808533185598947	0.842193598805251	1	1	0.68871109685696	0.625507223068108	0.615430618194829	0.725205552689629	1	0.447147458587237	-3.3856	-0.7841	-0.8908	-1.1192	-1.4207	0.8853	0.7817	0.145	-0.0018	1.2069	1.4202	1.434	-1.092	0.0418	1.9205
PERT-PSP_HYDROXYUREA	0.282060018543785	0.234598775167369	0.956702972318559	0.909032427551135	NA	0.949372568170004	0.970226525844352	NA	0.747350264498566	0.604605412198177	0.0422377622377622	0.73707245072117	0.892477432296891	0.793725803940784	0.73707245072117	2.4436	2.5236	0.5438	0.6346	NA	0.5444	0.5029	NA	1.051	1.4526	-3.36	1.0816	0.6801	0.916	1.0823
PERT-PSP_HGF	0.282060018543785	0.08404799208378	0.968048429183852	0.0480335454019665	NA	0.619082410046075	0.564470778346351	0.658027967093492	0.826329336978512	0.722271724493597	0.195922150139018	0.436570543936965	0.32861791062506	0.416776352937046	0.411271472377252	-2.427	-3.261	-0.4893	-3.3632	NA	1.4218	1.5713	1.3103	0.8547	1.1097	2.6727	1.9453	2.2442	1.9988	1.9829
PERT-PSP_H2O2	0.880947781250214	0.964111768884177	0.514257697428546	NA	0.141577420337038	1	1	0.920462076725081	0.875170129325185	0.912285729661827	0.70355535669727	0.912285729661827	0.978272318005444	1	1	0.7156	0.5247	-1.7327	NA	-2.8655	-0.1278	-0.1698	-0.6184	0.7231	0.6295	-1.1481	-0.6316	0.4745	0.3318	0.1368
PERT-PSP_GM_CSF	0.195922150139018	0.03145880147026	1	0.0132125	NA	0.220393252329295	0.195922150139018	0.525537744415993	0.351923063514088	0.426064014508412	0.198583360251027	0.593734553574789	1	0.593734553574789	0.330714613361933	-2.7234	-3.6362	-0.0571	-3.9823	NA	2.645	2.7772	1.709	2.2217	1.9637	2.6863	1.4951	0.1933	1.4965	2.2654
PERT-PSP_GENISTEIN	0.968048429183852	0.170108091150215	0.985130530345263	0.0833292904790782	NA	0.526529012607501	0.182991652017746	0.532918712619508	0.220393252329295	0.198583360251027	0.0804822335025381	0.517117805158213	0.223375135974391	0.532918712619508	0.213339194462346	-0.507	-2.8026	0.4815	-3.0882	NA	1.688	2.7281	1.657	2.6074	2.6288	3.0872	1.7272	2.6033	1.6657	2.6607
PERT-PSP_GEFITINIB	0.234598775167369	0.68891582388679	1	0.978626983180246	0.833466825118687	0.323540712680984	0.249589583286482	0.411263507695411	0.355853939055256	0.402443001722433	0.0363930588073268	0.233494688718569	0.25068881816079	0.361635204900902	0.258623097217731	2.5372	-1.2181	-0.3991	-0.4695	-0.8401	-2.2723	-2.5208	-2.0297	-2.1737	-2.0504	-3.2394	-2.6166	-2.5527	-2.1604	-2.4857
PERT-PSP_FORSKOLIN	0.32861791062506	0.124070449791573	0.683532760836249	0.0339631129104813	0.245917849013731	1	1	0.864863459424123	0.716530490735493	0.841873158870747	0.195922150139018	0.671333737431917	0.628400840318565	0.571813560909321	0.662835642579508	-2.3058	-3.0802	-1.2323	-3.9045	-2.5103	-0.2753	0.1644	0.7564	1.1399	0.8147	2.8213	1.2567	1.3932	1.5545	1.2861
PERT-PSP_FGF1	0.350506731498275	0.0339631129104813	1	0.0339631129104813	NA	0.308397345929604	0.300214253518924	0.523609135683472	0.571813560909321	0.524205751856235	0.195162714769035	0.323540712680984	0.190670229888548	0.300900790988023	0.249589583286482	-2.1886	-3.2842	0.0075	-3.2777	NA	2.3724	2.3353	1.7223	1.5425	1.7262	2.6695	2.272	2.7514	2.3317	2.5136
PERT-PSP_EXERCISE	0.466243519919607	0.0461021778953796	0.832779967108325	1	NA	0.948969876751353	0.869639984207007	1	0.817144698254889	0.659614230505434	1	0.698710191673155	0.80698106035196	0.721819415569416	0.775826093947965	-1.8546	-3.3617	-0.8287	NaN	NA	0.5536	0.7437	NaN	0.8596	1.3082	NaN	1.1642	0.8864	1.1185	0.964
PERT-PSP_ETOPOSIDE	1	1	0.522438329440591	0.743751492939675	0.227040572792363	1	1	1	1	0.766216353733981	0.523609135683472	0.689440848091831	0.662781773588315	0.526529012607501	0.758252825197435	-0.0104	0.3154	-1.7082	-1.0682	-2.5947	0.2019	-0.2038	0.0842	0.2891	1.0045	-1.7268	1.2224	1.2906	1.6938	1.0192
PERT-PSP_EPO	0.553355915673247	0.234598775167369	1	0.152193461048192	NA	0.66550805137007	0.550182921851926	0.437901903921321	0.514883252818035	0.435379137180014	NA	0.355574967398256	0.351923063514088	0.347962894235367	0.370923324061895	-1.6183	-2.5681	0.345	-2.8496	NA	1.2778	1.6321	1.9415	1.7426	1.9302	NA	2.1323	2.2036	2.1825	2.1147
PERT-PSP_EGF	0.0611530562064277	0.426064014508412	0.56895250570871	0.360722245161925	0.155566021471012	1	1	0.959973390152428	0.943139485600839	0.622792077972366	0.804308334080919	0.599291982495715	1	0.860662736411377	0.651498598003009	-3.6492	-1.9486	-1.5589	-2.1401	-3.0621	0.0343	-0.016	-0.4929	-0.5648	1.4143	0.8998	1.4739	0.2941	0.7523	1.3205
PERT-PSP_CISPLATIN	0.813168359240469	0.523609135683472	0.90540973617991	0.0149521869518475	NA	0.674223903863812	0.567624893497018	0.672629186094465	0.459426627156868	0.257827639378528	0.735603624313716	0.492225017650316	0.46381419410465	0.387685178558649	0.487009261298436	-0.8877	-1.7024	0.6421	-3.439	NA	1.262	1.5785	1.2546	1.8783	2.4993	1.064	1.7932	1.8649	2.0524	1.7931
PERT-PSP_BACTERIAL_INFECTION	0.56895250570871	0.212410128165052	1	NA	NA	0.804308334080919	0.752588482147026	0.677325902968821	0.683532760836249	0.480772476296857	0.371372491738027	0.68891582388679	0.657588069744478	0.58665407009999	0.68871109685696	-1.5664	-2.6228	0.0574	NA	NA	0.9099	1.0366	1.2384	1.2325	1.8342	2.1117	1.2081	1.3164	1.5057	1.2234
PERT-PSP_AZD8055	0.416951874996453	0.276919371703145	0.415149750463588	0.368116824517904	0.269415174089988	0.0611399388311397	0.134429912881277	0.204832729898004	0.27769150292608	0.481998203804898	0.0634893153937475	0.342732180301387	0.221764936257563	0.345883880022324	0.246138843833348	1.9699	-2.4077	-1.9812	-2.1378	-2.4224	-3.0866	-2.8884	-2.6496	-2.4472	-1.8041	-3.1318	-2.2085	-2.5419	-2.2237	-2.4598
PERT-PSP_ANTI_IGM	0.903949303834452	0.422101147317832	0.68889898643299	0.369681120306031	NA	0.432271748370123	0.352667259820893	0.64363221188476	0.106341883440587	0.227907402204523	0.208685393258427	0.578370532789994	0.19836959709108	0.351923063514088	0.281954762403589	-0.6782	-1.9957	1.2188	-2.124	NA	1.9543	2.1795	1.382	3.0811	2.5556	2.7196	1.5466	2.7263	2.1867	2.4612
PERT-PSP_ANTI_CD3	0.718593004091839	0.461887280234661	1	0.228705164442692	0.51096367740134	0.807842779286466	0.734593595908429	1	0.553864899826186	0.173791280766045	0.0705145382031579	0.128398711910246	0.360722245161925	0.497161907043099	0.220393252329295	-1.1173	-1.884	0.3219	-2.6439	-1.76	0.8883	1.0486	-0.2292	1.6214	2.9859	3.4985	3.2018	2.1373	1.8054	2.763
PERT-PSP_ANISOMYCIN	0.321501508750754	0.109375096733225	0.860662736411377	0.0339631129104813	NA	1	0.871623263158878	0.67994865985548	0.842193598805251	0.606104953013862	0.480772476296857	1	1	1	1	-2.2895	-3.1	-0.7586	-3.3455	NA	0.064	0.731	1.2425	0.7881	1.4624	1.8014	-0.0166	0.0944	0.3512	0.0178
PERT-PSP_AMINO_ACIDS	0.587085491976638	0.326761831415214	0.351923063514088	0.387685178558649	0.371372491738027	0.0804822335025381	0.173063278857524	0.216268723900534	0.243610398960455	0.371597618061969	0.0754510058403634	0.308397345929604	0.243610398960455	0.512343359919434	0.292309380624204	-1.5106	2.2553	2.2147	2.0669	2.1161	3.2399	2.8768	2.6846	2.5546	2.1228	3.2734	2.3261	2.5898	1.7478	2.3969
PERT-PSP_AG1478	0.352667259820893	0.0226697550722773	1	0.0480335454019665	NA	0.320685094907167	0.292342594768524	0.517758029506703	0.593734553574789	0.511665043816942	0.195922150139018	0.309976485586039	0.198583360251027	0.292309380624204	0.228705164442692	2.161	3.3758	-0.0074	3.3013	NA	-2.2883	-2.3275	-1.741	-1.5279	-1.7352	-2.6841	-2.2908	-2.7211	-2.3682	-2.5656
PERT-PSP_4_HT	1	0.66550805137007	1	0.64363221188476	NA	0.10834007660355	0.0461021778953796	0.0461021778953796	0.0395041734147253	0.0274561302239668	0.68871109685696	0.03145880147026	0.0226697550722773	0.0363930588073268	0.0149521869518475	-0.0441	-1.2794	-0.2861	-1.3644	NA	2.9718	3.2049	3.2348	3.1951	3.336	1.2234	3.3719	3.3948	3.3015	3.4815
PERT-P100-PRM_VORINOSTAT	0.954508582169347	1	0.909870781074075	0.656275974755395	0.841873158870747	0.905264897677074	0.647651189603945	0.422595563637832	0.835617330036119	0.730278222034746	0.910191518123304	0.832779967108325	0.66550805137007	0.534876585166916	0.651316304610556	-0.5277	0.307	0.6248	1.2983	-0.7933	0.6513	1.355	1.9765	0.8208	1.0928	0.6146	0.8153	1.2775	1.6433	1.3128
PERT-P100-PRM_VEMURAFENIB	NA	NA	NA	NA	NA	1	1	1	0.824055558137566	0.923435911829545	0.920419281258754	NA	NA	0.998050952009088	1	NA	NA	NA	NA	NA	-0.4275	0.1857	-0.1814	-0.8586	-0.6149	-0.6142	NA	NA	0.4256	0.0423
PERT-P100-PRM_TAXOL	NA	NA	NA	NA	NA	0.676610557962345	1	0.323540712680984	0.783892597110365	0.893935187760938	1	NA	1	0.659934069362243	1	NA	NA	NA	NA	NA	1.2517	0.3425	2.2685	-0.9614	-0.6879	0.2622	NA	0.275	1.3044	0.0405
PERT-P100-PRM_STAUROSPORINE	0.791991650018643	0.74065034848593	0.902389238655337	0.808533185598947	0.735603624313716	0.906978905666077	0.905350065027559	0.737897073393	1	1	0.958068643563445	1	1	1	0.905264897677074	0.9354	1.0613	-0.677	0.886	1.0598	0.6139	0.6404	1.0497	0.11	-0.0583	0.5082	-0.3196	-0.0722	-0.1479	0.6522
PERT-P100-PRM_SP600125	0.56933919228406	0.536582884274786	0.66250057239674	0.562815343258892	0.651316304610556	0.347962894235367	0.368771024101296	0.327167941057322	0.893935187760938	1	0.985130530345263	0.818066736235341	0.543097253506097	0.714237370339374	0.522438329440591	1.5731	1.6792	1.3038	1.5923	1.3421	2.1834	2.1234	2.2324	0.6892	0.3112	0.4446	0.8711	1.6347	1.1331	1.7105
PERT-P100-PRM_SEMAGACESTAT	0.3697481057962	1	0.68891582388679	0.67994865985548	0.871027732099971	0.467928036204846	0.439913486052915	0.671333737431917	0.687802293873664	0.835594523337003	1	0.568253301891999	0.481998203804898	0.508122934821585	0.651498598003009	-2.1085	0.2692	1.1993	-1.2442	-0.7403	1.8484	1.93	1.2868	1.2271	0.823	0.2623	1.5503	1.8168	1.7582	1.3249
PERT-P100-PRM_SELUMETINIB	0.889387857246154	0.0535135682462535	0.90540973617991	1	0.124868002950948	0.494005972660846	0.527891417996932	0.0804822335025381	0.692239814397427	0.739148025218431	0.133966036227019	0.852311969765565	1	0.860662736411377	0.813868636762805	-0.6896	3.2904	-0.6465	NaN	3.1061	1.7751	1.7071	3.2688	1.2024	1.0699	3.002	0.7885	NaN	0.7565	0.8881
PERT-P100-PRM_SCH_900776	0.0455028125358742	0.0611399388311397	0.352667259820893	0.0395041734147253	0.432300507309213	0.212942082062939	0.269415174089988	0.195003870631673	0.459426627156868	0.471281264385453	0.466095920775919	0.448797915881589	0.371372491738027	0.481738940671387	0.276919371703145	3.4101	3.3808	2.1879	3.5491	1.9513	2.691	2.5127	2.7688	1.8741	1.8517	1.8539	1.9	2.0889	1.8337	2.4307
PERT-P100-PRM_SALERMIDE	1	1	1	1	1	0.432300507309213	0.739148025218431	0.852311969765565	0.464759320585408	0.527891417996932	0.752181030018361	1	0.80378795256994	0.791508685215775	0.664247364435406	NaN	NaN	NaN	NaN	NaN	-1.9323	-1.0778	-0.7787	-1.8459	-1.6694	-1.0316	NaN	-0.9155	-0.9464	-1.2938
PERT-P100-PRM_ROSCOVITINE	0.757549385585368	0.518318092977803	0.759129015430696	0.296361749784139	0.445273305934545	0.619082410046075	0.716851185676776	0.368771024101296	1	1	1	0.88514108302419	0.961109760413621	0.649972056742649	1	1.0252	1.7257	1.0211	2.3659	1.9227	1.441	1.1434	2.1228	0.3197	0.2477	0.0071	0.7062	-0.5264	1.3281	0.2051
PERT-P100-PRM_PS-1145	0.862161261769987	0.946413592072009	0.951562441092039	0.906978905666077	0.358195328053197	0.698710191673155	0.963490759504966	1	1	1	0.954943789045722	1	1	1	1	-0.7542	-0.5576	-0.5602	-0.6442	-2.1537	-1.1862	-0.526	0.1608	-0.3992	-0.3301	-0.5345	-0.0211	-0.3493	0.4179	-0.091
