id	fdr.pvalue.2min_vs_0min	fdr.pvalue.5min_vs_0min	fdr.pvalue.5min_vs_2min	2min_vs_0min	5min_vs_0min	5min_vs_2min
PERT-P100-DIA_RUXOLITINIB	0.432009203159752	0.672649017378594	0.924232804232804	1.56	0.9857	-0.3727
PERT-P100-DIA_RESVERATROL	0.741697265584935	0.747998797912739	0.922924078509185	-0.8671	0.8717	0.3997
PERT-P100-DIA_PRI-724	0.799010140867575	0.736895252279086	0.919218679838348	0.7009	-0.8525	0.4235
PERT-P100-DIA_NILOTINIB	NA	NA	0.643933077731524	NA	NA	-1.0965
PERT-P100-DIA_MS-275	0.922098674723885	0.920682331076596	0.0654277159120117	0.4016	-0.3987	-2.6534
PERT-P100-DIA_MOMELOTINIB	NA	NA	0.648850529436309	NA	NA	-1.0825
PERT-P100-DIA_METHYLSTAT	0.778080828190324	0.510182324135812	0.510182324135812	0.7572	1.3434	1.3538
PERT-P100-DIA_LY-294002	0.879043218265833	0.257082200728364	0.919218679838348	-0.5177	1.9214	0.4216
PERT-P100-DIA_LENALIDOMIDE	0.0896752036498662	0.0470607157217531	0.0806949806949807	2.6075	2.8353	2.4961
PERT-P100-DIA_GSK-J4	0.74863590064465	0.525730207718579	0.510182324135812	-0.8114	-1.2999	-1.3518
PERT-P100-DIA_GELDANAMYCIN	0.735185644331494	0.472824329088132	0.981381381381381	0.867	1.4797	-0.2647
PERT-P100-DIA_EX527	0.130905696998505	0.210239225929856	1	2.2756	2.0053	0.1962
PERT-P100-DIA_EPZ-5687	0.272943216951964	0.158084598824693	0.745210238593981	1.8915	2.1294	0.8254
PERT-P100-DIA_EPZ-5676	0.561172834323703	0.922098674723885	0.629548676807193	1.2201	0.4093	-1.0946
PERT-P100-DIA_DMSO	0.983888230782248	1	0.772256757650363	0.256	-0.1102	-0.7945
PERT-P100-DIA_DEXAMETHASONE	0.8759656129755	1	0.552365431850906	0.5076	-0.1444	-1.2348
PERT-P100-DIA_CPI-169	0.811935521632361	0.877621852792378	0.0976233453670277	-0.6921	-0.5155	-2.4705
PERT-P100-DIA_CHIR99021	0.95346337500743	0.820102706887976	0.250778139550577	0.3089	-0.6675	-1.9203
PERT-P100-DIA_CC-401	1	0.273339817352082	0.467685694132052	-0.1753	1.8888	1.4479
PERT-P100-DIA_CALYCULIN_A	0.0384563915559868	0.0111310337481581	0.210239225929856	-2.6729	-3.2641	-1.8135
PERT-P100-DIA_C646_(CHEMBL1797936)	0.978920357473364	0.983888230782248	0.672649017378594	0.2694	-0.2567	0.9714
PERT-P100-DIA_BMS-345541	1	1	0.331672875335701	NaN	NaN	1.6753
PERT-P100-DIA_BIX-01338	0.82455098915286	0.247616385367402	0.409200528460683	-0.6749	1.9199	1.564
PERT-P100-DIA_BELINOSTAT	0.772256757650363	0.887946127946128	0.605158074970953	-0.7785	-0.4919	1.1397
PERT-P100-DIA_BAFILOMYCIN_A1	0.0287385570503743	0.124055800440793	0.559612189409699	2.5864	2.348	1.2869
PERT-P100-DIA_AR_A014418	0.616724738675958	0.384853409065022	1	-1.0889	-1.6446	-0.1599
PATH-WP_Ras_Signaling	NA	NA	0.486295128769405	NA	NA	1.4134
PATH-WP_PI3K-Akt_Signaling_Pathway	0.0384563915559868	0.145754606220942	0.820102706887976	3.1064	2.3312	-0.6541
PATH-WP_Pancreatic_adenocarcinoma_pathway	NA	NA	0.475166315539598	NA	NA	1.4418
PATH-WP_Non-small_cell_lung_cancer	0.0190598976820203	0.0622959259710875	1	2.9311	2.6237	0.1584
PATH-WP_MAPK_Signaling_Pathway	NA	NA	0.493564201486212	NA	NA	1.4099
PATH-WP_Endometrial_cancer	NA	NA	0.485637137097301	NA	NA	1.4315
PATH-WP_Chromosomal_and_microsatellite_instability_in_colorectal_cancer	0.0720700493938033	0.241723908021026	0.829791026766125	2.5687	1.9837	0.622
PATH-WP_Breast_cancer_pathway	NA	NA	0.481122703318616	NA	NA	1.4299
PATH-WP_Bladder_Cancer	NA	NA	0.467685694132052	NA	NA	1.4559
PATH-NP_TWEAK_PATHWAY	0.0789159027500996	0.110255895583073	0.412790785498489	2.5357	2.3768	1.5885
PATH-NP_TSLP_PATHWAY	0.608056743365234	0.983888230782248	0.644863348450262	1.1104	-0.2396	1.0284
PATH-NP_TIE2_PATHWAY	NA	NA	0.00357023889852151	NA	NA	3.0419
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.00357023889852151	0.0122575852361589	0.00133404255319149	3.5555	3.5217	3.2917
PATH-NP_PROLACTIN_PATHWAY	0.778795037611502	0.664832722339289	0.550286517664928	-0.7533	-0.9711	-1.2419
PATH-NP_OXYTOCIN_PATHWAY	0.04892438561827	0.0695995937908023	0.319097502014504	2.682	2.6072	1.7763
PATH-NP_NOTCH_PATHWAY	0.00357023889852151	0.0048502382573179	0.0436692101530512	3.2484	3.1487	2.4179
PATH-NP_LEPTIN_PATHWAY	0.0048502382573179	0.00133404255319149	0.00202448758185129	3.3852	3.7562	3.8033
PATH-NP_KIT_RECEPTOR_PATHWAY	0.0111310337481581	0.0048502382573179	0.0896752036498662	3.2603	3.6961	2.4241
PATH-NP_IL33_PATHWAY	0.0126513317191283	0.0511278101164191	0.505435566721095	3.5787	3.0098	1.3838
PATH-NP_IL11_PATHWAY	0.00133404255319149	0.00133404255319149	0.873885425882478	5.0566	4.3653	0.5646
PATH-NP_GLP1_PATHWAY	0.331672875335701	0.0896752036498662	0.04892438561827	1.7347	2.512	2.8355
PATH-NP_GASTRIN_PATHWAY	0.393731688477297	0.211366791798683	0.210239225929856	1.6413	2.0989	1.9633
PATH-NP_FGF1_PATHWAY	0.190208100448268	0.509325232440394	0.363491171474711	1.8594	1.3978	-1.7048
PATH-NP_EGFR1_PATHWAY	0.00133404255319149	0.00357023889852151	0.981381381381381	4.4566	3.8946	0.2563
PATH-NP_CRH_PATHWAY	0.0404875008422613	0.0181300658732956	0.212409607382642	2.6643	3.0999	2.0126
PATH-NP_CCR7_PATHWAY	0.0622739602169982	0.486023233414397	0.0811472536090719	2.8436	1.4052	2.5089
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.538022251153983	1	0.0764707528911211	-1.2553	-0.1295	2.586
PATH-NP_AGE_RAGE_PATHWAY	0.0574445592933659	0.073420725388601	0.510182324135812	2.6077	2.5457	1.3455
KINASE-PSP_TBK1	0.00133404255319149	0.00202448758185129	0.032982690287353	4.1671	3.5918	-2.9078
KINASE-PSP_SRPK1	0.050897775372543	0.108361406463838	0.654371131741821	-2.7553	-2.4677	-1.0401
KINASE-PSP_Src/SRC	0.188725980784628	0.525171020036589	0.0588073866162739	1.9039	-1.3119	-2.717
KINASE-PSP_SGK1	0.198275159397189	0.919218679838348	0.12582318531327	2.1157	0.4553	-2.2875
KINASE-PSP_RSK2/RPS6KA3	0.00133404255319149	0.00133404255319149	0.0281008403361345	3.7172	4.4358	3.2724
KINASE-PSP_Ret/RET	NA	NA	0.562761165847413	NA	NA	-1.2367
KINASE-PSP_RAF1	NA	NA	0.493564201486212	NA	NA	1.4122
KINASE-PSP_PRKD1	0.272943216951964	0.74863590064465	0.116241442425346	-1.8568	-0.8193	2.0547
KINASE-PSP_PLK3	NA	NA	0.00357023889852151	NA	NA	2.9318
KINASE-PSP_PLK1	0.0895740703873294	0.211366791798683	0.824927707432485	2.509	2.0631	-0.6676
KINASE-PSP_PKG1/PRKG1	0.552365431850906	0.790686294837238	0.224133493479753	1.283	0.7789	-2.0329
KINASE-PSP_PKCH/PRKCH	0.0126513317191283	0.00202448758185129	0.134614379084967	3.0366	3.4981	2.0821
KINASE-PSP_PKCE/PRKCE	0.108668524603802	0.074649292426687	0.0764707528911211	1.9149	2.0232	2.168
KINASE-PSP_PKCD/PRKCD	0.00133404255319149	0.00202448758185129	0.00133404255319149	2.978	3.9658	3.6314
KINASE-PSP_PKCB/PRKCB	0.166269794023098	0.70375614454905	0.241723908021026	2.0078	-0.9315	-1.883
KINASE-PSP_PKCA/PRKCA	0.704883268071193	0.552365431850906	0.892368353771432	0.9275	1.2477	0.4912
KINASE-PSP_PKACA/PRKACA	0.0511278101164191	0.00202448758185129	0.562511850216348	2.8573	3.7819	1.1874
KINASE-PSP_PDK1/PDPK1	NA	NA	0.618783013205282	NA	NA	1.1052
KINASE-PSP_PAK4	NA	0.735993646825527	NA	NA	0.913	NA
KINASE-PSP_PAK2	0.822364019834643	0.681850992840078	0.497047948508096	-0.6236	-1.0201	-1.4175
KINASE-PSP_PAK1	0.266005993919055	0.493032906467823	0.643933077731524	1.7558	1.4056	-1.0421
KINASE-PSP_p90RSK/RPS6KA1	0.0384563915559868	0.00133404255319149	0.00133404255319149	2.9422	4.1371	3.7279
KINASE-PSP_p70S6K/RPS6KB1	0.024071408004607	0.00998698438125751	0.122117974170064	3.0368	3.2551	2.3479
KINASE-PSP_P38D/MAPK13	0.12582318531327	0.741697265584935	0.0737269451244545	1.995	-0.8925	-1.9617
KINASE-PSP_P38A/MAPK14	0.00133404255319149	0.0384563915559868	0.0765246343416196	3.3754	2.7309	2.6619
KINASE-PSP_mTOR/MTOR	0.507397505073663	0.839376320692199	0.855529473789918	1.339	0.6225	0.5619
KINASE-PSP_MLK2/MAP3K10	0.0243515704154002	0.920682331076596	0.432009203159752	2.9633	0.4081	-1.531
KINASE-PSP_MELK	0.222967111604405	0.0789159027500996	0.745210238593981	1.8511	2.0763	0.8751
KINASE-PSP_MEK1/MAP2K1	0.0246606457195392	0.0765246343416196	0.812708965654268	2.8173	2.5724	0.6813
KINASE-PSP_MAPKAPK2	0.00202448758185129	0.00202448758185129	0.0511278101164191	3.5334	3.4175	2.6499
KINASE-PSP_JNK3/MAPK10	NA	NA	0.697555948519165	NA	NA	-0.931
KINASE-PSP_JNK2/MAPK9	0.108668524603802	0.218544287487994	0.0126513317191283	2.4359	2.0454	2.8958
KINASE-PSP_JNK1/MAPK8	0.00133404255319149	0.00133404255319149	0.00202448758185129	3.8419	3.9824	3.5933
KINASE-PSP_GSK3B	0.0525540535376856	0.0764707528911211	0.426473544191546	3.0033	2.748	1.534
KINASE-PSP_GSK3A	0.0896752036498662	0.0553575007874467	0.223439561757767	2.5179	2.8718	2.059
KINASE-PSP_ERK2/MAPK1	0.00133404255319149	0.00202448758185129	0.071410324368857	4.8751	4.0467	2.7919
KINASE-PSP_ERK1/MAPK3	0.00133404255319149	0.0537227027872773	0.114384506056299	4.2308	3.0269	2.4465
KINASE-PSP_DYRK2	0.644863348450262	0.495888192660163	0.664832722339289	-1.0327	-1.4248	-0.995
KINASE-PSP_DYRK1A	0.242497820118024	0.877621852792378	0.0243515704154002	1.9654	0.5374	-2.8571
KINASE-PSP_DNAPK/PRKDC	0.522595826346678	0.919218679838348	0.889279228067809	1.3436	0.4346	-0.4817
KINASE-PSP_Cot/MAP3K8	NA	NA	0.931841537354845	NA	NA	-0.3668
KINASE-PSP_CK2A1/CSNK2A1	0.073420725388601	0.00202448758185129	0.0048502382573179	-2.8146	4.3773	4.0642
KINASE-PSP_CK1D/CSNK1D	0.24985701631769	0.130248711810768	0.959620503580838	1.8682	2.2591	0.3002
KINASE-PSP_Chk2/CHEK2	0.0338076266363119	0.0142047492646531	0.116241442425346	2.7805	2.6673	1.9645
KINASE-PSP_Chk1/CHEK1	0.108361406463838	0.00133404255319149	0.363491171474711	2.3421	4.0279	1.6822
KINASE-PSP_CDK7	0.0620595597755719	0.796873923968378	0.5016	-2.3733	-0.7064	1.3879
KINASE-PSP_CDK6	0.0048502382573179	0.0896752036498662	1	-3.8282	-2.6492	0.2056
KINASE-PSP_CDK5	0.510182324135812	0.25739695743027	0.191487393118513	1.3506	1.9	2.118
KINASE-PSP_CDK4	0.164126268979843	0.879043218265833	0.850302334747918	-2.0808	-0.5173	0.577
KINASE-PSP_CDK3	0.924232804232804	0.0459576951985969	0.317403652715869	-0.3679	-2.8407	-1.6771
KINASE-PSP_CDK2	0.20255425304104	0.924089836798322	0.889279228067809	-2.1207	-0.3701	0.5198
KINASE-PSP_CDK1	1	0.642701657688264	0.514277735799468	-8e-04	1.0242	1.293
KINASE-PSP_CDC7	0.243053482587065	0.919218679838348	0.185090610317059	-1.8457	0.4084	2.133
KINASE-PSP_CAMK2A	0.514277735799468	0.857933388115279	0.0765246343416196	1.3516	-0.5561	-2.7611
KINASE-PSP_BRAF	NA	NA	0.472824329088132	NA	NA	1.4368
KINASE-PSP_AurB/AURKB	0.0359387308791196	0.0126513317191283	0.772256757650363	2.3253	3.1461	-0.8203
KINASE-PSP_ARAF	NA	NA	0.483402719340981	NA	NA	1.4364
KINASE-PSP_AMPKA1/PRKAA1	0.898810842663524	0.0613322193528786	0.0324686940966011	-0.4883	2.6387	2.836
KINASE-PSP_Akt1/AKT1	0.0436692101530512	0.00202448758185129	0.00133404255319149	2.5938	3.8596	4.3961
DISEASE-PSP_type_2_diabetes	0.00998698438125751	0.0142047492646531	0.562761165847413	2.9376	3.4034	1.1879
DISEASE-PSP_PSP	0.379100476285543	0.0437547206988276	0.798115541202137	1.6188	2.8715	0.7834
DISEASE-PSP_neuroblastoma	0.857933388115279	0.830390066726908	0.889279228067809	-0.5706	0.6636	0.4893
DISEASE-PSP_melanoma_skin_cancer	0.165787119856887	0.919218679838348	0.141330012341018	-2.0529	0.4524	2.0627
DISEASE-PSP_medullary_thyroid_carcinoma	0.00133404255319149	0.00133404255319149	0.0626596984212427	3.3629	3.1842	2.0927
DISEASE-PSP_breast_cancer	0.937211027454226	0.996801470588235	1	0.3565	0.2344	-0.2112
DISEASE-PSP_Alzheimer's_disease	0.00133404255319149	0.824927707432485	0.0181300658732956	3.4781	0.649	-2.4844
