id	fdr.pvalue.2min_vs_0min	fdr.pvalue.5min_vs_0min	fdr.pvalue.5min_vs_2min	2min_vs_0min	5min_vs_0min	5min_vs_2min
PERT-PSP_ANTI_IGM	0.035216872264226	0.345029239766082	0.00780733095143576	2.9667	1.5547	-3.4544
PERT-PSP_ANTI_CD3	0.004425	0.004425	0.683224734007129	5.5244	4.8816	-0.6888
PERT-PSP_ANISOMYCIN	0.0120876869493956	0.0444440015942607	0.455849069280157	3.4385	2.8722	1.2156
PATH-WP_Non-small_cell_lung_cancer	0.0287615283267457	0.103916129032258	0.0543503439656519	2.9318	2.3134	-2.5174
PATH-NP_TWEAK_PATHWAY	0.0121249486230991	0.0474896532039389	0.455849069280157	3.3916	2.8993	1.192
PATH-NP_TSLP_PATHWAY	0.0120876869493956	0.0262757154350075	0.0603542254677956	3.5391	3.2052	2.6656
PATH-NP_TIE2_PATHWAY	0.0346555688862228	0.0964205555036005	0.331278698342983	2.8958	2.4092	1.6135
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.0120876869493956	0.0474896532039389	0.455849069280157	3.3795	2.8237	1.1932
PATH-NP_PROLACTIN_PATHWAY	0.379025676751592	0.352194925493355	0.816314404549699	-1.4457	-1.5048	0.513
PATH-NP_OXYTOCIN_PATHWAY	0.0120876869493956	0.0474896532039389	0.455849069280157	3.3834	2.8851	1.2036
PATH-NP_NOTCH_PATHWAY	0.004425	0.0121249486230991	0.201556398370558	3.9216	3.5547	1.9558
PATH-NP_LEPTIN_PATHWAY	0.0104775059194949	0.0120876869493956	0.110322829016114	3.7444	3.6876	2.2989
PATH-NP_KIT_RECEPTOR_PATHWAY	0.0543925563298987	0.29448115225555	0.43088143301129	2.6112	1.683	-1.352
PATH-NP_IL33_PATHWAY	0.00509998271192301	0.0186585145473164	0.981113320079523	3.943	3.2553	-0.034
PATH-NP_EGFR1_PATHWAY	0.0314327295407885	0.103610527726887	0.455849069280157	3.3077	2.3327	-1.2097
PATH-NP_CRH_PATHWAY	0.0120876869493956	0.0474896532039389	0.455849069280157	3.3998	2.7922	1.1908
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.283385110273867	0.911481881329177	0.00780733095143576	1.7108	0.1792	-3.6245
PATH-NP_AGE_RAGE_PATHWAY	0.0120876869493956	0.0287615283267457	0.862985074626866	3.5475	3.209	0.2998
KINASE-PSP_ZAP70	0.453725952856764	0.717666434162598	0.418616685159294	1.2699	0.642	-1.387
KINASE-PSP_Syk/SYK	0.194370044996786	0.816314404549699	0.004425	1.963	0.4282	-3.7445
KINASE-PSP_Src/SRC	0.507815542549108	0.352194925493355	0.160371003987816	-1.0656	-1.4692	-2.044
KINASE-PSP_Ret/RET	0.0120876869493956	0.0543925563298987	0.725464895635674	3.152	2.6336	-0.6235
KINASE-PSP_MEK1/MAP2K1	0.110322829016114	0.189060176242537	0.888522951984856	2.1456	1.9086	-0.2198
KINASE-PSP_LYN	0.352194925493355	0.615969751854583	0.824573210399982	1.4962	0.876	-0.3964
KINASE-PSP_Lck/LCK	0.0262757154350075	0.31711304917794	0.00509998271192301	3.1331	1.5897	-4.1217
KINASE-PSP_INSR	0.745711235830297	0.640258968422246	0.725464895635674	0.5565	-0.8566	-0.5999
KINASE-PSP_Fyn/FYN	0.116776958341638	0.0120876869493956	0.683224734007129	2.2992	3.5311	0.704
KINASE-PSP_EGFR	0.352194925493355	0.924992188856101	0.0710066785587231	1.5024	-0.1423	-2.413
KINASE-PSP_Abl/ABL1	0.00509998271192301	0.106672280562711	0.0555241859589686	3.5049	2.3243	-2.562
DISEASE-PSP_neuroblastoma	0.84192981944829	0.455849069280157	0.862985074626866	-0.3575	-1.2188	-0.3029
DISEASE-PSP_breast_cancer	0.862985074626866	0.862985074626866	0.3727608786769	0.287	-0.3205	-1.4539
