protein name	count
Splicing factor 3B subunit 1	2
Splicing factor, arginine/serine rich 2	2
Splicing factor, arginine/serine-rich 6	1
Splicing factor, arginine/serine-rich 8	1
Stathmin 1	2
Stromal interaction molecule 1	1
Survival of motor neuron 1, telomeric	1
Synapse associated protein 1	1
Synaptosomal associated protein, 23 kd	1
TAF15	1
THUMP domain containing 1	1
TRAP150	1
TSC22 domain family 4	1
Tankyrase 1 binding protein 182KD	1
Thioredoxin domain containing protein 1	1
Topoisomerase DNA II, beta	5
Transcriptional intermediary factor 1 beta	1
Transcriptional repressor p66 alpha	1
Transducin like enhancer of split 3	1
Transgelin 2	1
Transmembrane and coiled coil domains 1	1
Treacle	2
Tumor protein D52 like 2	1
Tumor protein p53 binding protein 1	3
Tumor rejection antigen 1	1
Tyrosine protein kinase ABL2	1
Tyrosine-protein kinase PRAG1	1
Ubiquitin protein ligase NEDD4 like	1
Ubiquitin specific protease 24	1
Ubiquitin specific protease 7	1
Vasodilator stimulated phosphoprotein	1
Vesicle docking protein p115	1
WD repeat domain 50	1
Wilms tumor 1 associated protein	1
YTH domain containing 2	2
Zinc finger protein 183	1
Zinc finger protein 265	1
Zinc finger protein 316	1
Zinc finger protein 318	1
Zinc finger protein A20	3
Zinc finger protein, subfamily 1A, member 1	1
Zuotin related factor 1	1
chromosome 19 open reading frame 7	1
eIF 4G1	1
eIF-2B epsilon	1
