id	fdr.pvalue.2min_vs_0min	fdr.pvalue.5min_vs_0min	fdr.pvalue.5min_vs_2min	2min_vs_0min	5min_vs_0min	5min_vs_2min
PATH-NP_AGE_RAGE_PATHWAY	0.0108575634891424	0.0877981738333702	0.309708473344837	3.403	2.6767	1.5078
KINASE-PSP_ZAP70	0.375051405671686	0.162334022887772	0.281726101568335	1.3463	1.9884	-1.5928
KINASE-PSP_Syk/SYK	0.142514260618224	0.3775000519006	0.00705741626794258	2.0345	1.3329	-3.837
KINASE-PSP_Src/SRC	0.414266305081816	0.758410554535653	0.231361524717094	-1.1877	-0.4822	-1.7605
KINASE-PSP_Ret/RET	0.0290007505206076	0.115663211057948	0.963245861929754	3.0513	2.3237	-0.0655
KINASE-PSP_MEK1/MAP2K1	0.187585996776349	0.148315282791817	0.969889064976228	1.8454	2.0458	0.0554
KINASE-PSP_LYN	0.352023634990448	0.682235523943097	0.969889064976228	1.4396	0.7226	-0.0551
KINASE-PSP_Lck/LCK	0.0987767060479805	0.0428657921291625	0.00705741626794258	2.569	3.1407	-4.3276
KINASE-PSP_INSR	0.375843818337401	0.536299960427384	0.544767898665364	1.3598	-1.0064	-0.9754
KINASE-PSP_Fyn/FYN	0.109088850875428	0.0108575634891424	0.560613776414532	2.521	3.6687	0.8919
KINASE-PSP_EGFR	0.27481138939951	0.562799159508753	0.0814161627110908	1.6245	0.9095	-2.3879
KINASE-PSP_Abl/ABL1	0.0164059024173217	0.115663211057948	0.0309378745505394	3.1828	2.1332	-2.776
DISEASE-PSP_neuroblastoma	0.693447649330002	0.36817954025493	0.886828619123776	-0.6221	-1.3583	0.2408
DISEASE-PSP_breast_cancer	0.857140805337157	0.875701187391441	0.562799159508753	-0.3115	-0.2782	-0.8837
