id	fdr.pvalue.tcell_rep1_0min	fdr.pvalue.tcell_rep2_0min	fdr.pvalue.tcell_rep3_0min	fdr.pvalue.tcell_rep4_0min	fdr.pvalue.tcell_rep5_0min	fdr.pvalue.tcell_rep1_2min	fdr.pvalue.tcell_rep2_2min	fdr.pvalue.tcell_rep3_2min	fdr.pvalue.tcell_rep4_2min	fdr.pvalue.tcell_rep5_2min	fdr.pvalue.tcell_rep1_5min	fdr.pvalue.tcell_rep2_5min	fdr.pvalue.tcell_rep3_5min	fdr.pvalue.tcell_rep4_5min	fdr.pvalue.tcell_rep5_5min	tcell_rep1_0min	tcell_rep2_0min	tcell_rep3_0min	tcell_rep4_0min	tcell_rep5_0min	tcell_rep1_2min	tcell_rep2_2min	tcell_rep3_2min	tcell_rep4_2min	tcell_rep5_2min	tcell_rep1_5min	tcell_rep2_5min	tcell_rep3_5min	tcell_rep4_5min	tcell_rep5_5min
PERT-PSP_PAR2_ACTIVATING_PEPTIDE	0.713435646360983	0.844578590822027	0.196485981308411	0.766587732188215	0.736621851371417	0.158094143558683	0.0774226736469079	0.0351795749636684	0.0518453021409269	0.0321817515423199	0.0443060908750155	0.0386654896350187	0.00543185073571814	0.0134055300361919	0.0171890798786653	0.6611	-0.3019	1.9507	0.4719	0.5784	2.1121	2.5499	3.0866	2.847	3.1404	2.9012	3.0403	3.635	3.493	3.3981
PERT-PSP_PAR1_ACTIVATING_PEPTIDE	NA	NA	NA	NA	NA	0.0821270531763294	0.164441943290533	0.147195020800247	0.152585952892015	0.158701731535397	0.171101767700336	0.230558069196199	0.473163760249451	0.28046211641941	0.28046211641941	NA	NA	NA	NA	NA	2.5049	2.0671	2.1579	2.1432	2.1213	2.0148	1.8299	1.1813	1.6629	1.6874
PERT-PSP_OKADAIC_ACID	NA	0.44304544560299	0.00299979453462092	0.330047642057966	NA	0.00543185073571814	0.00453893065695322	0.00250285714285714	0.00250285714285714	NA	0.00543185073571814	0.00299979453462092	0.00250285714285714	0.00250285714285714	0.00299979453462092	NA	1.2146	3.3241	1.4876	NA	3.3377	3.4163	3.4521	3.4344	NA	3.5082	3.4874	3.5173	3.5979	3.4509
PERT-PSP_LPS	0.301857535131643	0.713435646360983	0.071895535820414	0.399914659295066	0.329592266521476	0.0605756763765235	0.0276343145788951	0.010091802570472	0.0146936193461196	0.0256709781729992	0.0125370804059329	0.00543185073571814	0.00250285714285714	0.00299979453462092	0.00453893065695322	1.5632	0.6434	2.5865	1.3207	1.4843	2.7544	3.1783	3.6234	3.4509	3.1881	3.4989	3.6744	4.2403	4.0278	4.0256
PERT-PSP_LPA	0.710035528381393	0.844578590822027	0.1952043700284	0.769871302434537	0.729993209365494	0.157258112989198	0.0810307234886026	0.0437562437562438	0.0494178720367028	0.0280217287626935	0.0463216339480468	0.0353572046358761	0.00962829323899741	0.00543185073571814	0.0126390512054712	0.6691	-0.3032	1.9296	0.4656	0.5907	2.1026	2.552	2.9896	2.8326	3.1673	2.8922	3.043	3.577	3.5248	3.3435
PERT-PSP_INSULIN	0.713435646360983	0.844578590822027	0.196883477725713	0.766587732188215	0.733079719463649	0.151591828155409	0.0779671984896604	0.0359350794133403	0.0482595377506553	0.0251175336318737	0.046264784610351	0.0353572046358761	0.00453893065695322	0.00962829323899741	0.0125758255985132	0.6574	-0.3021	1.9185	0.4798	0.5908	2.1265	2.562	3.004	2.8588	3.1351	2.901	3.0306	3.6124	3.4795	3.3336
PERT-PSP_IL_2	0.369283463788958	0.764512547622716	0.11824621128926	0.675817521194994	0.392440535818717	0.359556335380374	0.200122329003415	0.105098524446089	0.11502823417717	0.0146936193461196	0.137464149404448	0.152356047021319	0.11824621128926	0.142659761328989	0.182586655806182	1.4061	0.5077	2.3349	0.7431	1.3499	1.43	1.9104	2.4016	2.35	3.3668	2.2479	2.1627	2.3262	2.24	2.0281
PERT-PSP_IL_1B	0.713435646360983	0.847083518949139	0.19003656390477	0.76848521762195	0.735689928145171	0.388511029411765	0.251489424350984	0.0280905645709844	0.148231558738832	0.0386654896350187	0.158701731535397	0.0993822570914812	0.0463216339480468	0.0652398735509162	0.0648684766435827	0.6562	-0.3034	1.9552	0.4773	0.5759	1.3561	1.7402	3.0077	2.1546	2.9891	2.1127	2.4281	2.9139	2.7484	2.6605
PERT-PSP_IL_1A	0.712642440556303	0.844578590822027	0.200122329003415	0.766587732188215	0.736041401771175	0.158094143558683	0.0821270531763294	0.032070011505875	0.0457867640012893	0.0306233305247306	0.0445614896175111	0.033283077130319	0.00453893065695322	0.010091802570472	0.0118782237987536	0.6662	-0.3031	1.928	0.4748	0.5809	2.1212	2.5383	2.9917	2.8981	3.1566	2.8484	3.0533	3.5769	3.6042	3.3697
PERT-PSP_HEREGULIN	NA	0.438252940640102	0.00739465153970827	0.335966132167526	NA	0.00299979453462092	0.00645743877043289	0.00299979453462092	0.00299979453462092	NA	0.00250285714285714	0.00250285714285714	0.00250285714285714	0.00250285714285714	0.00645743877043289	NA	1.2208	3.308	1.4883	NA	3.3927	3.3652	3.4898	3.4543	NA	3.5179	3.5063	3.5279	3.4637	3.3958
PERT-PSP_H2O2	NA	NA	NA	NA	NA	0.866792321301434	0.786950052514879	0.56386809964038	0.654587780511509	0.501297711371746	0.713435646360983	0.725195467141726	0.698422795115332	0.535162064722636	0.578284665841226	NA	NA	NA	NA	NA	0.2754	0.4551	0.9704	0.79	1.1123	0.653	0.607	0.6925	1.0294	0.9276
PERT-PSP_GEFITINIB	0.435414922535639	0.401068713780387	0.168635443762919	0.539914641835201	0.315220161068894	0.131609314814519	0.0728630175270491	0.0894998173795445	0.0743289475831235	0.0631516793760356	0.117485642441133	0.118578326532279	0.0720953007478305	0.101408911073129	0.0913163181204418	-1.2439	-1.339	-2.0656	-1.0234	-1.5598	-2.247	-2.5883	-2.4671	-2.6093	-2.6542	-2.319	-2.335	-2.5648	-2.3967	-2.4543
PERT-PSP_FIBRONECTIN	NA	0.453584592299063	0.0110740291262136	0.340886624066299	NA	0.00645743877043289	0.00543185073571814	0.00299979453462092	0.00543185073571814	NA	0.00453893065695322	0.00299979453462092	0.00299979453462092	0.00543185073571814	0.00250285714285714	NA	1.2007	3.2921	1.4887	NA	3.322	3.3593	3.4691	3.4651	NA	3.5714	3.5311	3.462	3.5427	3.4272
PERT-PSP_ERLOTINIB	0.0230382750959402	0.285653061034351	0.0118782237987536	0.297314106776556	0.05924881726631	0.00453893065695322	0.00543185073571814	0.00543185073571814	0.00250285714285714	0.00453893065695322	0.00453893065695322	0.00299979453462092	0.010091802570472	0.00739465153970827	0.0173104820711204	-3.0741	-1.63	-3.5147	-1.5886	-2.6491	-3.7534	-3.7323	-3.691	-3.6932	-3.698	-3.7599	-3.6999	-3.4935	-3.5681	-3.3484
PERT-PSP_EGF	0.49512681305927	0.207919349283311	0.1952043700284	0.120103400278385	0.401476274339946	0.0621393145657705	0.0483478671290076	0.037152619537281	0.0386836598137221	0.0455705643826436	0.0495817737517811	0.0495499483547292	0.0406770366526723	0.0561232661690745	0.0198736023334954	1.0972	1.9008	1.9579	2.3246	1.3121	2.7417	2.896	3.0754	3.0726	2.9323	2.8714	2.8851	3.0806	2.8539	3.6163
PERT-PSP_DASATINIB	NA	0.462627335594272	0.010091802570472	0.32650167821377	NA	0.00453893065695322	0.00543185073571814	0.00250285714285714	0.00543185073571814	NA	0.00453893065695322	0.00299979453462092	0.00299979453462092	0.00453893065695322	0.00645743877043289	NA	-1.177	-3.2992	-1.5026	NA	-3.3415	-3.334	-3.5486	-3.4948	NA	-3.3949	-3.5448	-3.467	-3.5229	-3.39
PERT-PSP_CYCLIC_STRETCH	NA	0.460059489020375	0.010091802570472	0.329325421010425	NA	0.00739465153970827	0.00739465153970827	0.00453893065695322	0.00299979453462092	NA	0.00299979453462092	0.00299979453462092	0.00453893065695322	0.00299979453462092	0.00543185073571814	NA	1.1782	3.322	1.4939	NA	3.3669	3.364	3.5308	3.4383	NA	3.4892	3.5175	3.4507	3.5978	3.4309
PERT-PSP_CXCL12	NA	0.833282081945275	0.281395170058315	0.953480465913382	NA	0.212487776096327	0.199709181250228	0.139818548387097	0.152585952892015	0.114583115328928	0.110905312110855	0.079181716616229	0.126758117728772	0.118578326532279	0.108390682518697	NA	-0.35	1.6402	-0.0827	NA	1.8497	1.9066	2.2077	2.1273	2.3605	2.3677	2.5237	2.2547	2.2728	2.3841
PERT-PSP_CISPLATIN	0.713435646360983	0.846156789555399	0.198338641070753	0.766587732188215	0.73454046605172	0.158094143558683	0.073443722490044	0.0357622573544127	0.0463216339480468	0.0201832325847356	0.0447494033412888	0.0375682636395174	0.00739465153970827	0.0142012719790498	0.0168362382731324	0.6651	-0.2996	1.9378	0.477	0.5827	2.1211	2.5569	3.0132	2.7864	3.1625	2.8985	2.9865	3.5888	3.5788	3.3878
PERT-PSP_BACTERIAL_INFECTION	0.713435646360983	0.844578590822027	0.1952043700284	0.766587732188215	0.736621851371417	0.151591828155409	0.0739618644416264	0.0313421301199302	0.0510668372660744	0.0284111721611722	0.0445614896175111	0.0353572046358761	0.010091802570472	0.0125758255985132	0.0142012719790498	0.6652	-0.3079	1.9559	0.4745	0.574	2.1522	2.5702	3.0344	2.8705	3.1473	2.8948	3.056	3.6185	3.5716	3.3776
PERT-PSP_ANTI_IGM	0.652504355583985	0.555582533486725	0.251489424350984	0.425877465522468	0.496673915451572	0.0331114677149445	0.0437562437562438	0.0171890798786653	0.0251175336318737	0.0353572046358761	0.158701731535397	0.0538861378525513	0.188684759725818	0.176160927251044	0.209091096775315	0.7968	0.9763	1.718	1.2705	1.1077	3.1892	3.0044	3.459	3.2566	3.0795	2.1215	2.8053	1.9788	2.0351	1.8858
PERT-PSP_ANTI_CD3	0.892216134779865	0.89555009669158	0.362968905989167	1	0.988201926188034	0.0268334617892927	0.0119617388217141	0.0085341993099249	0.0306833233630353	0.00645743877043289	0.00250285714285714	0.00250285714285714	0.00250285714285714	0.00250285714285714	0.00250285714285714	-0.1995	-0.199	1.4065	0.004	-0.0307	3.3958	4.1313	4.2149	3.374	4.3683	4.6043	4.8667	5.2752	4.7219	5.2249
PERT-PSP_ANISOMYCIN	0.713435646360983	0.844578590822027	0.200138204576482	0.766587732188215	0.736621851371417	0.151680304070105	0.079181716616229	0.032070011505875	0.0463216339480468	0.0254468524996093	0.0445614896175111	0.0359350794133403	0.00739465153970827	0.00962829323899741	0.0110740291262136	0.6629	-0.3066	1.9275	0.471	0.5677	2.1292	2.5289	2.9362	2.8053	3.1342	2.9276	3.0089	3.6449	3.5427	3.359
PATH-WP_Non-small_cell_lung_cancer	0.675817521194994	0.815673900628212	0.179455875775189	0.664430556346682	0.229614730001547	0.0521316860672713	0.103476805025994	0.108390682518697	0.116256142692471	0.073443722490044	0.117181468253748	0.173513557948634	0.155754304636029	0.158796621706314	0.146500068709989	0.7521	0.3788	2.0414	0.767	1.8022	2.7625	2.4096	2.4137	2.3621	2.6242	2.3616	2.0457	2.1319	2.1196	2.1818
PATH-NP_TWEAK_PATHWAY	0.712260525904528	0.847083518949139	0.188684759725818	0.766587732188215	0.73454046605172	0.152356047021319	0.0819469102134695	0.0353572046358761	0.0486077481840194	0.0286986182575013	0.0386654896350187	0.0286216463212478	0.00543185073571814	0.00543185073571814	0.0172344355409891	0.6678	-0.3016	1.9432	0.4757	0.588	2.1464	2.5271	3.0055	2.8185	3.1425	2.9654	3.0892	3.6109	3.5412	3.3659
PATH-NP_TSLP_PATHWAY	0.713435646360983	0.766587732188215	0.214672831778985	0.713435646360983	0.428911391574076	0.630886348388125	0.309403288597933	0.0424199178776368	0.293502788847812	0.42957605348977	0.161964368501225	0.10165786759975	0.128487059048063	0.155943993276481	0.146500068709989	0.6306	0.479	1.8776	0.6305	1.2587	0.8249	1.5449	3.0425	1.6235	1.2611	2.0932	2.4826	2.3061	2.1571	2.2079
PATH-NP_TIE2_PATHWAY	0.991225932412962	0.897075244921422	0.868277350882532	0.729993209365494	0.976566289386276	0.900488266821473	0.411299788715862	0.212591437408993	0.252668186624372	0.165329909696777	0.247671067986304	0.243416245036334	0.0834347846572161	0.0766974974974975	0.0920909241666864	-0.023	0.1978	0.2661	0.6127	-0.0526	0.2052	1.2962	1.8606	1.7394	2.1006	1.7383	1.7721	2.503	2.5105	2.4347
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.713435646360983	0.844578590822027	0.189136172419755	0.766587732188215	0.724389857073308	0.152356047021319	0.079181716616229	0.032070011505875	0.0467685799344589	0.0198736023334954	0.046264784610351	0.033421932825476	0.00543185073571814	0.00647805613945569	0.0134055300361919	0.6733	-0.3069	1.9719	0.4809	0.5941	2.1143	2.5414	3.036	2.829	3.0998	2.8413	3.0226	3.6855	3.5228	3.2713
PATH-NP_PROLACTIN_PATHWAY	0.0484538568434765	0.695293579221845	0.253032928942808	0.877238037552998	0.0386654896350187	0.21994158471556	0.29377236821753	0.212487776096327	0.212450333267313	0.326077683189792	0.230921928895871	0.290490994526384	0.31361375361699	0.263877988219377	0.325450668734251	3.0096	0.7347	-1.7666	0.2509	3.1588	-1.8769	-1.6247	-1.8916	-1.8854	-1.5308	-1.844	-1.6471	-1.6014	-1.7343	-1.5564
PATH-NP_OXYTOCIN_PATHWAY	0.709272299196025	0.841008688216701	0.196883477725713	0.766587732188215	0.73454046605172	0.157412779453856	0.079181716616229	0.0334333743906459	0.0463216339480468	0.0192125486893357	0.0453132872488361	0.0363664277120513	0.00645743877043289	0.00962829323899741	0.0146936193461196	0.6708	-0.3122	1.9126	0.4754	0.5857	2.1116	2.5916	3.0485	2.8427	3.1646	2.9003	3.0704	3.5948	3.5045	3.3492
PATH-NP_NOTCH_PATHWAY	0.43034076454442	0.713435646360983	0.0850428672843439	0.463535000768991	0.342676596705033	0.182300608709224	0.0706554493821905	0.00453893065695322	0.0363664277120513	0.0192125486893357	0.0359350794133403	0.0314845496383958	0.00543185073571814	0.010091802570472	0.0167342435921315	1.277	0.6558	2.5415	1.166	1.4422	2.0181	2.6553	3.8849	3.1623	3.3955	3.0572	3.2183	3.8134	3.6515	3.5441
PATH-NP_LEPTIN_PATHWAY	0.544586536867867	0.652504355583985	0.133911725858035	0.49512681305927	0.388511029411765	0.148434322895486	0.0172344355409891	0.00645743877043289	0.010091802570472	0.0242342273111504	0.00645743877043289	0.00453893065695322	0.00250285714285714	0.00299979453462092	0.00250285714285714	0.9997	0.7981	2.275	1.0943	1.3466	2.206	3.509	3.8432	3.7966	3.1215	3.8399	4.0208	4.5134	4.4474	4.2676
PATH-NP_KIT_RECEPTOR_PATHWAY	0.00453893065695322	0.0744481831291492	0.0085341993099249	0.046264784610351	0.00453893065695322	0.00250285714285714	0.00250285714285714	0.00250285714285714	0.00250285714285714	0.00453893065695322	0.00543185073571814	0.00250285714285714	0.00453893065695322	0.00299979453462092	0.00250285714285714	3.7366	2.608	3.6515	2.9163	3.8339	4.3875	4.2848	4.3605	4.4579	3.6906	3.9425	4.3176	3.9421	4.1531	4.0011
PATH-NP_IL33_PATHWAY	0.185506349440776	0.600168097190739	0.0282923582837457	0.310240921383531	0.198338641070753	0.0631516793760356	0.0454933088428234	0.00250285714285714	0.0207294681781366	0.00299979453462092	0.018500733626784	0.0134055300361919	0.00299979453462092	0.0110740291262136	0.00739465153970827	2.0022	0.8876	3.1782	1.5574	1.9608	2.7598	2.9997	4.2284	3.4624	4.1564	3.4359	3.6414	4.0454	3.8109	3.769
PATH-NP_EGFR1_PATHWAY	0.227007989004381	0.388582232681728	0.0894998173795445	0.175491507098757	0.244151312710097	0.073443722490044	0.00543185073571814	0.0142012719790498	0.0085341993099249	0.012679114198871	0.0179465700289549	0.010091802570472	0.0239759146063315	0.0158842984797493	0.010091802570472	1.833	1.3541	2.5063	2.0275	1.7743	2.6855	4.4098	3.6811	4.3926	3.8301	3.7282	3.9171	3.4463	3.5615	3.6945
PATH-NP_CRH_PATHWAY	0.713435646360983	0.846156789555399	0.198338641070753	0.769176069304126	0.73454046605172	0.155754304636029	0.078291956305859	0.0363664277120513	0.0500384217153041	0.0294950874255865	0.0422765914228048	0.0289303143647597	0.00250285714285714	0.00739465153970827	0.0192125486893357	0.6699	-0.3024	1.9294	0.4801	0.5846	2.1185	2.5587	2.9523	2.8575	3.1419	2.9128	3.041	3.6059	3.49	3.3063
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.89555009669158	0.646471204740655	0.766587732188215	0.256178423652472	0.89555009669158	0.252668186624372	0.28046211641941	0.0518453021409269	0.188329648547686	0.0531638699964112	0.506288520667251	0.269517221531282	0.526016880668044	0.553933894474695	0.535767794141	-0.2208	0.7841	0.5109	1.727	0.1943	1.7365	1.6534	2.8659	1.9895	2.8296	1.0829	1.6996	1.0505	0.972	1.0089
PATH-NP_AGE_RAGE_PATHWAY	0.310240921383531	0.713435646360983	0.0722244355909694	0.407679738562091	0.329189381186972	0.0739618644416264	0.0510668372660744	0.0313421301199302	0.0375327079922266	0.0634943109987358	0.0422765914228048	0.0422765914228048	0.0422765914228048	0.0308771853715674	0.0353572046358761	1.5662	0.6411	2.5962	1.3161	1.4976	2.6615	2.7742	3.2531	3.0584	2.6774	2.983	3.0237	2.969	3.1885	3.1172
KINASE-PSP_ZAP70	0.463474062832355	0.766587732188215	0.726076101762279	0.825207387136983	0.657749524267581	0.369283463788958	0.0463216339480468	0.0521316860672713	0.0338426187212771	0.0422765914228048	0.0406770366526723	0.0392948459157583	0.0680533131573792	0.044918469900523	0.0788878050925861	-1.1765	0.4679	0.6046	-0.3577	0.7848	1.3903	2.9265	2.8634	3.1203	2.9805	2.9813	3.1021	2.7295	2.9321	2.5468
KINASE-PSP_Syk/SYK	0.439247489736141	0.36545956815064	0.155083644361504	0.212450333267313	0.537274399199459	0.100724290396389	0.117181468253748	0.116729962022786	0.117485642441133	0.132470719303457	0.322033565994824	0.19485408187476	0.327874673100458	0.578284665841226	0.151591828155409	1.2237	1.4152	2.1114	1.8912	1.0236	2.3947	2.3207	2.308	2.3772	2.2929	1.5224	1.996	1.516	0.9283	2.1572
KINASE-PSP_Src/SRC	0.182300608709224	0.0356721678904881	0.0819469102134695	0.0605756763765235	0.0901460601662968	0.073443722490044	0.0463216339480468	0.0118782237987536	0.018500733626784	0.481837453428053	0.048854766667168	0.0301119023397762	0.19584062784319	0.124012190943355	0.136604715773891	2.0282	3.1297	2.5659	2.7512	2.5765	2.6671	3.0205	3.6497	3.5917	1.1316	2.941	3.2754	1.9537	2.2998	2.3054
KINASE-PSP_Ret/RET	0.315220161068894	0.440210001647025	0.126758117728772	0.296712451797595	0.326077683189792	0.0930667132378624	0.0531638699964112	0.0411109277896937	0.0422765914228048	0.0284111721611722	0.0422765914228048	0.0386654896350187	0.0118782237987536	0.0142012719790498	0.0179465700289549	1.5416	1.2395	2.2567	1.6007	1.5299	2.4305	2.6904	2.9345	2.8465	2.9828	2.8469	2.8411	3.2075	3.1617	3.133
KINASE-PSP_MEK1/MAP2K1	NA	0.425877465522468	0.00250285714285714	0.30303579400287	NA	0.00250285714285714	0.00299979453462092	0.00250285714285714	0.00299979453462092	0.00299979453462092	0.00250285714285714	0.00250285714285714	0.00250285714285714	0.00250285714285714	0.00250285714285714	NA	1.2663	3.3915	1.5814	NA	3.5552	3.5237	3.5184	3.498	3.5415	3.5481	3.6019	3.5133	3.5437	3.5153
KINASE-PSP_LYN	0.916672432439461	0.924279260259896	0.75269645374094	0.996254773762921	NA	0.769871302434537	0.697302662740172	NA	0.583762309328596	0.680168740468258	0.506707065142542	0.372209842504815	0.955635855058561	0.758148850019104	0.795592616883725	0.1725	0.1504	0.5454	0	NA	0.4637	0.7182	NA	0.9191	-0.7372	1.0952	1.4052	0.079	0.5239	0.4358
KINASE-PSP_Lck/LCK	0.535162064722636	0.604443048109374	0.884697991105314	0.955635855058561	0.769871302434537	0.124012190943355	0.079181716616229	0.00645743877043289	0.0411109277896937	0.0834495967741935	0.137464149404448	0.0390652586329791	0.134248535921818	0.151591828155409	0.151680304070105	-1.0129	0.8799	0.206	0.0834	0.4442	2.3398	2.6321	3.9701	3.1007	2.5877	2.22	3.0716	2.3061	2.1809	2.1675
KINASE-PSP_INSR	0.871175850838764	0.950635978195033	0.766587732188215	0.698137849679811	NA	0.557542596320131	0.358458678066599	0.916975520983599	0.916672432439461	0.695293579221845	0.652504355583985	0.808479923504129	0.766587732188215	0.537274399199459	0.844578590822027	0.2534	0.1062	-0.4933	-0.7008	NA	0.9647	1.4517	-0.1606	0.1585	-0.7287	0.7905	0.3897	-0.5047	-1.0334	0.3282
KINASE-PSP_Fyn/FYN	0.991271869434425	0.766587732188215	0.716031303578743	0.758378164797423	0.424163494289721	0.957273081687048	0.950635978195033	0.686975757833203	0.645998505497315	0.818707575147366	0.509759431222906	0.643069117486803	0.574571851661087	0.763598014229042	0.626630918488626	0.0216	-0.4808	-0.635	-0.5187	-1.2503	-0.0819	-0.0941	0.7081	-0.7964	0.3699	1.0624	0.8022	0.9243	0.5068	0.8384
KINASE-PSP_EGFR	0.287855698708412	0.293959731543624	0.146613521196391	0.28046211641941	0.262223109159848	0.0636765660499838	0.143613426741289	0.147614724331463	0.116729962022786	0.0819469102134695	0.0726113493877926	0.152356047021319	0.078291956305859	0.0698755640639956	0.111756867859269	1.6182	1.603	2.2045	1.6487	1.704	2.6752	2.2317	2.1642	2.3841	2.5383	2.6348	2.1318	2.5992	2.6868	2.4051
KINASE-PSP_Abl/ABL1	0.719966710762485	0.651648964070286	0.457056152261625	0.609903877935698	0.455712096971254	0.135503732490993	0.435414922535639	0.155943993276481	0.229614730001547	0.273598042168471	0.290490994526384	0.362446400361092	0.226265168877033	0.306776446583656	0.557571799322826	0.6193	0.7877	1.1847	0.8761	1.1807	2.242	1.2316	2.1431	1.8019	1.66	1.6314	1.402	1.8201	1.5693	0.9685
DISEASE-PSP_neuroblastoma	0.187837765009007	0.157096230407805	0.275632926845204	0.301857535131643	0.272616879174256	0.735689928145171	0.609903877935698	0.535767794141	0.561525751584827	0.492240758775458	0.43034076454442	0.491048447555354	0.72244816150041	0.326077683189792	0.576429141647288	1.9866	2.1486	1.6868	1.5829	1.6819	0.5703	0.865	1.018	0.9611	1.1192	1.2497	1.1116	0.5926	1.5065	0.9424
DISEASE-PSP_breast_cancer	0.270175891600116	0.0560440732184112	0.157258112989198	0.0553692145592842	0.0764795865898807	0.079181716616229	0.142764896009613	0.117485642441133	0.13448271231957	0.241701266344635	0.134248535921818	0.203499879841828	0.157372782808048	0.179488224204748	0.145093167701863	1.6819	2.6857	2.1175	2.7044	2.5942	2.5546	2.2073	2.312	2.2341	1.7808	2.1964	1.8944	2.0989	2.0047	2.1993
