protein name	count
RA regulated nuclear matrix associated protein	1
RAB11 interacting protein	1
RIO kinase 2	2
RNA binding motif protein 15	1
RNA binding motif protein 34	1
RNA binding motif protein 7	1
RNA binding protein S1, serine-rich domain	1
RNA polymerase-associated protein RTF1 homolog	1
RNA-binding protein Raly	3
Rabaptin 5	1
Ran binding protein 3	1
Replication factor C1	1
Retinoblastoma 1	1
Rho GTPase activating protein 30	1
Rho guanine nucleotide exchange factor 1	1
Rho guanine nucleotide exchange factor 2	3
Rho guanine nucleotide exchange factor 7	1
Ribosomal protein L31	1
Ribosomal protein S6 kinase alpha 5	1
Ribosomal protein, large, P0	1
SART1	1
SGTB	1
SH2 B homolog	1
SH3 protein expressed in lymphocytes	3
SIN3A	2
SMARCAD1	3
SMARCC1	1
SMC4 structural maintenance of chromosomes 4	1
SMEK homolog 1, suppressor of mek1	2
SNX17	1
SON DNA binding protein	1
SRP72	1
SRRM2	7
START domain containing 10	1
STAT3	2
STE20 like kinase MST1	1
Scaffold Attachment Factor B	1
Senescence downregulated leo1 like	1
Serine arginine repetitive matrix protein 1	3
Serine/threonine protein kinase 25	1
Serine/threonine protein kinase 3	1
Sialophorin	1
Smad nuclear-interacting protein 1	1
Small nuclear ribonucleoprotein 70 kD	1
Solute carrier family 25, member 46	1
Solute carrier family 9, isoform A1	1
Spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	1
Splicing factor, arginine/serine rich 11	1
Splicing factor, arginine/serine-rich 4	1
Stathmin 1	1
Stromal interaction molecule 1	2
Structure specific recognition protein 1	1
TAF9 RNA polymerase II	2
TATSF1	2
TBC1 domain family member 15 (Fragment)	1
TBC1 domain family member 4	2
TBC1 domain family member 5	1
TERF2IP	1
TIM1	1
TRA2A	1
TRAP150	3
TSC22 domain family 4	1
Taste receptor type 2 member 7	1
Taxilin	1
Thyroid hormone receptor interactor 12	1
Topoisomerase DNA II, beta	1
Transcription factor 12	2
Transcription factor 2B related factor	1
Transcriptional intermediary factor 1 beta	1
Transducin like enhancer of split 3	1
Translocated promoter region	1
Trinucleotide repeat containing protein 15	1
Tumor protein p53 inducible protein 11	1
Tumor rejection antigen 1	1
Twist neighbor	1
Ubiquitin associatedand SH3 domain containing protein A	1
Ubiquitin specific protease 15	1
Ubiquitin specific protease 6	1
Ubiquitin-associated protein 2-like	1
Upstream regulatory element binding protein 1	1
Uracil DNA glycosylase	2
VAV1	1
Valosin containing protein	1
Vanilloid receptor like 3	1
WD repeat-containing protein 43	1
Werner helicase interacting protein 1	1
XRCC1	1
Xeroderma pigmentosum group C complementing protein	1
YB-1	1
ZAK	1
ZNF635	1
Zinc and ring finger protein 1	1
Zinc finger CCCH-type containing 13	2
Zinc finger protein 183	1
Zinc finger protein 22	1
Zinc finger protein 363	1
Zinc finger protein, subfamily 1A, member 2	1
Zuotin related factor 1	1
Zyxin	1
