id	fdr.pvalue.2min_vs_0min	fdr.pvalue.5min_vs_0min	fdr.pvalue.5min_vs_2min	2min_vs_0min	5min_vs_0min	5min_vs_2min
PERT-PSP_IL_6	0.00232222222222222	0.101572327044025	1	3.5394	2.4632	-0.0706
PERT-PSP_IL_2	0.0228041462084015	0.0493021427167289	0.175749670436412	2.701	2.7852	1.8871
PERT-PSP_IL_1B	0.344572368421053	0.336726998491704	0.244012899277358	1.7464	1.8352	1.8078
PERT-PSP_IL_1A	0.344572368421053	0.330243384398128	0.987494537068893	1.7742	1.8131	0.3093
PERT-PSP_IGF_1	0.00232222222222222	0.0164070626255225	0.979020758432349	3.8506	3.4285	-0.3499
PERT-PSP_HYDROXYUREA	0.968508860107904	0.252838541666667	0.214384491474769	-0.3883	-1.7824	-2.1482
PERT-PSP_HGF	0.016030534351145	0.00563418250438064	0.0195848477964562	2.8989	3.4787	2.8219
PERT-PSP_H2O2	0.412407158767239	1	0.753539576865792	1.5605	-0.054	-0.9952
PERT-PSP_GM_CSF	0.00232222222222222	0.0741274100916177	0.133321028669866	3.3971	2.8282	-2.3843
PERT-PSP_GENISTEIN	0.111904981231145	0.229775403016651	1	2.5467	2.1152	-0.1141
PERT-PSP_GEFITINIB	0.039009205907676	0.00563418250438064	0.900112714944778	-2.9196	-3.3462	-0.583
PERT-PSP_FORSKOLIN	0.0234094982078853	0.019093732870455	0.240008386403543	3.2759	3.2314	1.9611
PERT-PSP_FGF1	0.0228041462084015	0.0489035967375318	0.169658373730906	2.6865	2.7921	1.8718
PERT-PSP_EXERCISE	0.0391610357063391	0.0728428157756395	0.943649492039121	2.9593	2.7173	0.4433
PERT-PSP_ETOPOSIDE	0.0755355305416108	0.189125057813348	0.341281611843523	2.6831	1.9304	1.6466
PERT-PSP_EPO	0.0733531075985396	0.0361900893582453	0.116907629006078	2.7827	2.7787	1.9489
PERT-PSP_EGF	0.00232222222222222	0.00232222222222222	0.0340746980421994	5.9268	5.3656	3.4946
PERT-PSP_CISPLATIN	0.21236276437386	0.324945805953497	0.587546182337912	2.1461	1.8474	-1.3583
PERT-PSP_BACTERIAL_INFECTION	0.342186039948992	0.33050408447898	0.986168454106682	1.7505	1.8136	0.316
PERT-PSP_AZD8055	0.692175770874235	0.469988293174476	0.877397071842496	-1.0298	-1.4929	0.6624
PERT-PSP_ANTI_IGM	0.170023696682464	0.253448102285312	0.748168145564032	2.2953	2.0272	-1.0127
PERT-PSP_ANTI_CD3	0.00232222222222222	0.0439739784139115	0.0571480213001627	4.5952	3.289	3.1147
PERT-PSP_ANISOMYCIN	0.0838481466719809	0.46432333767927	0.204470226177882	2.6086	1.4926	-1.8276
PERT-PSP_AMINO_ACIDS	0.344572368421053	0.44794578270946	0.579208305286595	1.7218	1.5205	-1.3059
PERT-PSP_AG1478	0.0205946274408904	0.0508058176100629	0.172307193042845	-2.6814	-2.7845	-1.8906
PERT-PSP_4_HT	0.0365530681591045	0.183344576668435	0.958661839635291	2.8994	2.2398	0.4059
PERT-P100-PRM_VORINOSTAT	0.748168145564032	0.211668465458978	0.21841610281856	0.8778	2.1799	2.1272
PERT-P100-PRM_VEMURAFENIB	NA	NA	0.111904981231145	NA	NA	2.3658
PERT-P100-PRM_TAXOL	NA	NA	0.49044560417503	NA	NA	1.4931
PERT-P100-PRM_STAUROSPORINE	0.943649492039121	0.609204751815981	0.722694817836523	0.4705	1.2209	-0.9616
PERT-P100-PRM_SP600125	0.944354748290167	0.854065824930013	1	-0.4478	-0.7091	-0.207
PERT-P100-PRM_SEMAGACESTAT	0.118939696485623	0.319917916633245	0.885190433500101	2.4185	1.8143	-0.5981
PERT-P100-PRM_SELUMETINIB	0.801284604660426	0.97322296583304	0.146907071260295	0.7727	0.3634	-2.3324
PERT-P100-PRM_SCH_900776	0.683155594063921	0.865772209634665	1	-1.0637	-0.65	-0.1435
PERT-P100-PRM_SALERMIDE	1	1	0.511400025656248	NaN	NaN	1.3987
PERT-P100-PRM_ROSCOVITINE	0.25621062281022	0.219246567938601	0.502077141766941	-1.8819	-1.95	-1.4199
PERT-P100-PRM_PS-1145	0.214776381909548	0.0195848477964562	0.229775403016651	2.132	2.9283	1.9282
PERT-P100-PRM_NILOTINIB	0.956961681721533	0.683155594063921	0.964095658576009	-0.4222	-1.0487	0.3932
PERT-P100-PRM_METHYLSTAT	NA	NA	0.401283187949855	NA	NA	1.6333
PERT-P100-PRM_LOSMAPIMOD	0.833490039372392	1	0.120622243573063	0.702	0.1434	-2.467
PERT-P100-PRM_LENALIDOMIDE	0.0234520523351063	0.0548179857652628	0.502077141766941	3.1681	2.7119	1.42
PERT-P100-PRM_KN-93	0.00958492094733262	0.213522458390301	0.652458681901653	3.0861	2.0254	-1.194
PERT-P100-PRM_IPI145	0.804920115898096	0.771046358681518	0.602431250920021	0.7913	0.8128	-1.2259
PERT-P100-PRM_ETOPOSIDE	NA	NA	1	NA	NA	-0.2538
PERT-P100-PRM_EPZ-5687	0.19077214883562	0.104236059406717	0.797953225929436	2.1109	2.512	0.7922
PERT-P100-PRM_DMSO	0.956961681721533	1	0.652458681901653	0.3962	0.0687	-1.1482
PERT-P100-PRM_DECITABINE	1	1	0.659775190686471	NaN	NaN	1.1203
PERT-P100-PRM_DACTOLISIB	0.943649492039121	1	0.213522458390301	0.4598	0.2157	-2.043
PERT-P100-PRM_BMS-345541	0.0926725063605838	0.282713928616703	1	2.547	1.9232	0.2754
PERT-P100-PRM_ALPELISIB	0.588248362240123	0.330243384398128	0.974363051993706	1.3447	1.6897	0.3576
PERT-P100-DIA_VORINOSTAT	1	0.778112388406506	0.775448759861011	-0.2756	-0.8561	-0.8116
PERT-P100-DIA_VANDETANIB	0.523888079526952	0.776597574752694	0.881170849083616	-1.3856	-0.8503	-0.6123
PERT-P100-DIA_UNC-0646	0.19510624248071	0.19510624248071	0.722694817836523	2.1859	2.2021	-0.9716
PERT-P100-DIA_UNC-0321	0.921831842557838	0.722694817836523	0.860538191986408	-0.4929	-0.9967	-0.6452
PERT-P100-DIA_TRICHOSTATIN_A	0.348791444125393	0.677997069209171	0.224665466781438	1.6861	1.1185	-1.9148
PERT-P100-DIA_STAUROSPORINE	1	0.689611245402666	1	0.1885	-1.0236	-0.0636
PERT-P100-DIA_SEMAGACESTAT	0.0195848477964562	0.126412404480914	0.860538191986408	3.123	2.3839	-0.6469
PERT-P100-DIA_RUXOLITINIB	1	0.956961681721533	0.914311731085925	0.2751	-0.4133	-0.5494
PERT-P100-DIA_RESVERATROL	0.986168454106682	0.677167136611739	1	-0.3337	1.0727	0.1543
PERT-P100-DIA_PRI-724	1	0.61093979607985	0.908922631959508	-0.2447	-1.2249	-0.565
PERT-P100-DIA_NILOTINIB	NA	NA	1	NA	NA	-0.2482
PERT-P100-DIA_MS-275	0.366127594450929	0.732826576576577	0.136096117947902	1.6704	0.977	-2.4738
PERT-P100-DIA_MOMELOTINIB	NA	NA	1	NA	NA	-0.251
PERT-P100-DIA_METHYLSTAT	0.994516210739615	0.873394556598174	0.671684995391496	0.2977	0.6244	1.1033
PERT-P100-DIA_LY-294002	1	0.344572368421053	1	-0.1305	1.7268	0.1649
PERT-P100-DIA_LENALIDOMIDE	0.176120974462766	0.0835665733706517	0.176867193533321	2.2918	2.5687	2.243
PERT-P100-DIA_GSK-J4	0.826792769656262	0.821918852820652	0.380353459780806	-0.7259	-0.7202	-1.6783
PERT-P100-DIA_GELDANAMYCIN	0.748168145564032	0.86421185020177	0.919093343976809	0.8849	0.6753	-0.511
PERT-P100-DIA_EX527	0.136096117947902	0.235506836397926	1	2.4852	2.0769	-0.1528
PERT-P100-DIA_EPZ-5687	0.587546182337912	0.347440633033741	0.595530893821236	1.2515	1.7355	1.2293
PERT-P100-DIA_EPZ-5676	0.281203619365548	0.754457943112297	0.457280596155124	1.9325	-0.9349	-1.5116
PERT-P100-DIA_DMSO	0.547611973955966	1	0.659775190686471	1.3205	0.2223	-1.109
PERT-P100-DIA_DEXAMETHASONE	0.919093343976809	1	0.860538191986408	0.5249	-0.1653	-0.6653
PERT-P100-DIA_CPI-169	1	1	0.183344576668435	-0.2112	-0.1677	-2.2238
PERT-P100-DIA_CHIR99021	0.741316841641855	0.944354748290167	0.913367977350075	0.9481	-0.4522	-0.5411
PERT-P100-DIA_CC-401	0.943514644351464	0.689611245402666	0.865772209634665	-0.4749	1.0583	0.6399
PERT-P100-DIA_CALYCULIN_A	0.0328104949900347	0.0430802821632516	0.341281611843523	-2.8152	-2.9592	-1.7001
PERT-P100-DIA_C646_(CHEMBL1797936)	1	0.956961681721533	0.650709803015218	-0.2108	-0.4115	1.1512
PERT-P100-DIA_BMS-345541	1	1	0.295717879157034	NaN	NaN	1.8476
PERT-P100-DIA_BIX-01338	0.956961681721533	0.20495298336769	0.595530893821236	-0.4346	2.0316	1.2444
PERT-P100-DIA_BELINOSTAT	0.776755152003013	0.999459520358574	0.926869471089105	-0.8049	0.2889	0.503
PERT-P100-DIA_BAFILOMYCIN_A1	0.039009205907676	0.300178744824129	0.652458681901653	2.7163	1.8045	1.1812
PERT-P100-DIA_AR_A014418	0.453458609237866	0.463065404516083	0.660863115570043	-1.5459	-1.4825	-1.1211
PATH-WP_Ras_Signaling	NA	NA	0.748168145564032	NA	NA	0.8941
PATH-WP_PI3K-Akt_Signaling_Pathway	0.0254401122715903	0.118267102350585	0.671684995391496	3.2323	2.5536	-1.0901
PATH-WP_Pancreatic_adenocarcinoma_pathway	NA	NA	0.748168145564032	NA	NA	0.8991
PATH-WP_Non-small_cell_lung_cancer	0.166999600479425	0.153942917419402	0.97322296583304	2.2861	2.3289	-0.3599
PATH-WP_MAPK_Signaling_Pathway	NA	NA	0.748168145564032	NA	NA	0.8945
PATH-WP_Endometrial_cancer	NA	NA	0.748168145564032	NA	NA	0.8893
PATH-WP_Chromosomal_and_microsatellite_instability_in_colorectal_cancer	0.670600984258384	0.722694817836523	0.943649492039121	1.1009	0.9745	0.4377
PATH-WP_Breast_cancer_pathway	NA	NA	0.748168145564032	NA	NA	0.9177
PATH-WP_Bladder_Cancer	NA	NA	0.748168145564032	NA	NA	0.9032
PATH-NP_TWEAK_PATHWAY	0.722694817836523	0.568933787222177	0.821918852820652	0.9726	1.3253	0.8589
PATH-NP_TSLP_PATHWAY	0.943649492039121	0.986078950549643	0.223346743776716	0.4519	-0.3316	2.1378
PATH-NP_TIE2_PATHWAY	NA	NA	0.0234094982078853	NA	NA	2.6457
PATH-NP_T_CELL_RECEPTOR_PATHWAY	0.018047839728275	0.0213008937437934	0.00341721031376204	3.2064	3.2364	3.1553
PATH-NP_PROLACTIN_PATHWAY	1	0.926869471089105	0.751502403846154	-0.2744	-0.4949	-0.8727
PATH-NP_OXYTOCIN_PATHWAY	0.344572368421053	0.327469607512697	0.748168145564032	1.7411	1.8096	0.8955
PATH-NP_NOTCH_PATHWAY	0.0510370031978072	0.0720214182208032	0.120622243573063	2.5008	2.6301	2.0794
PATH-NP_LEPTIN_PATHWAY	0.0280556733078988	0.0164070626255225	0.00341721031376204	2.777	3.3755	3.4938
PATH-NP_KIT_RECEPTOR_PATHWAY	0.15976721299952	0.0791616690865476	0.101572327044025	2.2285	2.8105	2.5049
PATH-NP_IL33_PATHWAY	0.0829200555445348	0.077710146524182	0.748168145564032	2.7206	2.8814	0.9248
PATH-NP_IL11_PATHWAY	0.00232222222222222	0.00232222222222222	1	4.5404	4.2972	0.0246
PATH-NP_GLP1_PATHWAY	0.337823744374562	0.0875505850410498	0.154651756063649	1.7747	2.7325	2.3389
PATH-NP_GASTRIN_PATHWAY	0.488182660474996	0.0966246916293717	0.137727644376467	1.4611	2.4944	1.9718
PATH-NP_FGF1_PATHWAY	0.136096117947902	0.608904045218372	0.476856131615099	1.9826	1.3087	-1.4729
PATH-NP_EGFR1_PATHWAY	0.00563418250438064	0.0499637786148942	0.987468340491135	3.8273	3.1336	0.3128
PATH-NP_CRH_PATHWAY	0.211668465458978	0.0684347343517247	0.102015876182875	2.1423	2.6611	1.9834
PATH-NP_CCR7_PATHWAY	0.0439162904279183	0.114965711980637	0.0730747938579878	3.0604	2.6729	2.6767
PATH-NP_B_CELL_RECEPTOR_PATHWAY	0.97322296583304	0.919093343976809	0.194018964259664	0.3749	0.5255	2.201
PATH-NP_AGE_RAGE_PATHWAY	0.341281611843523	0.330243384398128	0.986168454106682	1.778	1.8198	0.3116
KINASE-PSP_TBK1	0.00232222222222222	0.00563418250438064	0.0585703965723396	4.3105	3.4093	-2.9127
KINASE-PSP_SRPK1	0.0164070626255225	0.067558092948718	0.722694817836523	-3.0823	-2.6832	0.974
KINASE-PSP_Src/SRC	0.160987529426246	0.722694817836523	0.0835665733706517	2.2896	-1.101	-2.6214
KINASE-PSP_SGK1	0.179944897256343	0.810774610379084	0.102015876182875	2.2186	0.8195	-2.517
KINASE-PSP_RSK2/RPS6KA3	0.00232222222222222	0.00232222222222222	0.0463776263087626	3.8433	4.5303	2.8109
KINASE-PSP_Ret/RET	NA	NA	0.253448102285312	NA	NA	-1.8042
KINASE-PSP_RAF1	NA	NA	0.673333511248699	NA	NA	1.0916
KINASE-PSP_PRKD1	0.129937442419323	0.421720655875218	0.291017494897788	-2.2733	-1.5606	1.7721
KINASE-PSP_PLK3	NA	NA	0.00958492094733262	NA	NA	2.9203
KINASE-PSP_PLK1	0.562876715473745	1	0.919093343976809	1.3266	-0.1307	-0.5423
KINASE-PSP_PKG1/PRKG1	1	0.608904045218372	0.137727644376467	0.0889	-1.2181	-2.3713
KINASE-PSP_PKCH/PRKCH	0.00763547797848589	0.00763547797848589	0.294887180603005	3.0936	3.4396	1.7958
KINASE-PSP_PKCE/PRKCE	0.101572327044025	0.213059427732942	0.372983870967742	1.9792	1.8358	1.632
KINASE-PSP_PKCD/PRKCD	0.00341721031376204	0.00232222222222222	0.00232222222222222	3.3943	4.3361	3.1026
KINASE-PSP_PKCB/PRKCB	0.289426523297491	0.944354748290167	0.85545746388443	1.8736	-0.4513	-0.6857
KINASE-PSP_PKCA/PRKCA	0.709379047057885	0.686328210012347	1	0.9957	1.0673	0.1218
KINASE-PSP_PKACA/PRKACA	0.373713794830329	0.0967115004935834	0.341281611843523	1.657	2.6588	1.7455
KINASE-PSP_PDK1/PDPK1	NA	NA	0.671762289892255	NA	NA	1.0932
KINASE-PSP_PAK4	NA	0.831301193255301	NA	NA	-0.7414	NA
KINASE-PSP_PAK2	0.689611245402666	0.783875208252505	0.324945805953497	1.0955	-0.9011	-1.7741
KINASE-PSP_PAK1	0.0866778466261156	0.947951590314798	0.330243384398128	2.2759	0.4399	-1.8006
KINASE-PSP_p90RSK/RPS6KA1	0.0241686020179048	0.00232222222222222	0.00763547797848589	3.4041	4.2901	3.0595
KINASE-PSP_p70S6K/RPS6KB1	0.0192580579768903	0.00763547797848589	0.126412404480914	3.2782	3.4723	2.252
KINASE-PSP_P38D/MAPK13	0.203280920517376	0.683155594063921	0.136096117947902	2.0186	-1.1025	-1.9478
KINASE-PSP_P38A/MAPK14	0.00232222222222222	0.0510370031978072	0.154651756063649	3.9608	3.0178	2.3972
KINASE-PSP_mTOR/MTOR	0.603828183012509	0.698226171157442	0.692175770874235	1.2239	1.0117	1.0172
KINASE-PSP_MLK2/MAP3K10	0.034238272163138	0.748168145564032	0.748168145564032	3.0341	0.9881	-0.8832
KINASE-PSP_MELK	0.272837265577737	0.14365174527045	0.930222668004012	1.8456	2.0831	-0.4965
KINASE-PSP_MEK1/MAP2K1	0.136096117947902	0.223280565914344	0.986168454106682	2.3874	2.1244	0.3152
KINASE-PSP_MAPKAPK2	0.00341721031376204	0.00763547797848589	0.0723099988467305	3.5991	3.1401	2.6403
KINASE-PSP_JNK3/MAPK10	NA	NA	0.756700152622191	NA	NA	-0.8813
KINASE-PSP_JNK2/MAPK9	0.0493021427167289	0.149436477479297	0.034238272163138	2.7249	2.3906	2.8518
KINASE-PSP_JNK1/MAPK8	0.00232222222222222	0.00232222222222222	0.00563418250438064	4.3765	4.3876	3.4707
KINASE-PSP_GSK3B	0.077710146524182	0.0646163075077292	0.241558642505931	2.8933	2.9594	2.0569
KINASE-PSP_GSK3A	0.112987661755548	0.0510370031978072	0.101572327044025	2.5122	2.8595	2.4896
KINASE-PSP_ERK2/MAPK1	0.00232222222222222	0.0508058176100629	0.0510370031978072	4.7874	3.3301	3.0946
KINASE-PSP_ERK1/MAPK3	0.00341721031376204	0.030389966487255	0.00232222222222222	4.7066	3.5288	4.1152
KINASE-PSP_DYRK2	1	0.49722894699986	0.748168145564032	0.0508	-1.4734	-0.8969
KINASE-PSP_DYRK1A	0.223346743776716	0.826792769656262	0.019093732870455	1.9635	-0.7	-3.1129
KINASE-PSP_DNAPK/PRKDC	0.197977755308392	0.772309467522234	1	1.8636	0.8375	0.0309
KINASE-PSP_Cot/MAP3K8	NA	NA	0.926869471089105	NA	NA	-0.5274
KINASE-PSP_CK2A1/CSNK2A1	0.0568992692362803	0.00341721031376204	0.0195848477964562	-3.0331	4.2269	3.9214
KINASE-PSP_CK1D/CSNK1D	0.390925809634879	0.379082933640945	1	1.6441	1.6071	-0.218
KINASE-PSP_Chk2/CHEK2	0.0164070626255225	0.0164070626255225	0.130423154641626	3.1139	2.8829	1.9768
KINASE-PSP_Chk1/CHEK1	0.0195848477964562	0.00341721031376204	0.588619682703708	3.3256	3.6607	1.2485
KINASE-PSP_CDK7	0.0510370031978072	0.921831842557838	0.587546182337912	-2.2593	-0.5027	1.2777
KINASE-PSP_CDK6	0.0388456582077716	0.0361900893582453	0.943514644351464	-3.1771	-3.193	-0.4612
KINASE-PSP_CDK5	0.652458681901653	0.562820532675421	0.47864716053877	1.1522	1.2978	1.4468
KINASE-PSP_CDK4	0.881170849083616	0.652994771282758	1	-0.6323	-1.1338	-0.0217
KINASE-PSP_CDK3	0.85545746388443	0.130384802953949	0.302141055171657	-0.683	-2.5148	-1.7863
KINASE-PSP_CDK2	0.93107948025025	0.987494537068893	0.213589964898212	-0.4698	0.2983	2.1777
KINASE-PSP_CDK1	0.873394556598174	0.463178033618349	0.14365174527045	0.5957	1.4722	2.5314
KINASE-PSP_CDC7	0.224923861336526	1	0.229775403016651	-1.8687	0.202	2.0271
KINASE-PSP_CAMK2A	0.319917916633245	1	0.746782119597395	1.7406	0.0165	-0.9174
KINASE-PSP_BRAF	NA	NA	0.662140782073302	NA	NA	1.107
KINASE-PSP_AurB/AURKB	0.0164070626255225	0.0702708922348609	0.692175770874235	2.8654	2.5363	-1.0705
KINASE-PSP_ARAF	NA	NA	0.671684995391496	NA	NA	1.0987
KINASE-PSP_AMPKA1/PRKAA1	0.687330101701359	0.114354107890912	0.313199908607746	-1.138	2.4614	1.9131
KINASE-PSP_Akt1/AKT1	0.0531303979402275	0.0117355074905105	0.00563418250438064	2.8591	3.5415	3.9604
DISEASE-PSP_type_2_diabetes	0.101572327044025	0.102015876182875	1	2.5565	2.681	0.1577
DISEASE-PSP_PSP	0.450462252475248	0.223346743776716	1	1.5088	2.0073	-0.1709
DISEASE-PSP_neuroblastoma	0.956961681721533	0.722694817836523	0.885307870643247	0.4127	1.0872	0.5983
DISEASE-PSP_melanoma_skin_cancer	0.324945805953497	0.985495553643144	0.294887180603005	-1.7626	0.3651	1.7975
DISEASE-PSP_medullary_thyroid_carcinoma	0.0205946274408904	0.0510370031978072	0.172307193042845	2.674	2.7428	1.9035
DISEASE-PSP_breast_cancer	0.775448759861011	1	0.502340448327996	0.8628	-0.168	-1.4054
DISEASE-PSP_Alzheimer's_disease	0.00232222222222222	1	0.0418253342024312	3.4303	0.0728	-2.9251
